title,text,write_by,language,domain,method,LLM_model,label
Demetrio de Tesalónica,"Demetrio de Tesalónica (en griego antiguo: Ἅγιος Δημήτριος τῆς Θεσσαλονίκης) es un mártir cristiano que tuvo su martirio en Sirmio (la actual Sremska Mitrovica, Serbia) durante el reinado del emperador Maximiano Traco en el año 303. Se dice que Demetrio era un oficial militar romano de rango alto, que se negó a participar en las sacrificios paganos exigidos por el imperio. Por su negativa, fue enc",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Contaminación,"El petróleo es una mezcla homogénea de compuestos orgánicos, principalmente hidrocarburos insolubles en agua. Muchos de estos compuestos son altamente tóxicos y causan cáncer (carcinógenos). El petróleo es ""muy letal"" para el medio ambiente, especialmente en el contexto de contaminaciones masivas. Una de las principales formas de contaminación por petróleo es a través de vertidos accidentales, que pueden provenir de derrames en el mar, rupturas de pipas o explosiones en instalaciones petrol",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Estación de Santa María de la Alameda,"La estación de Santa María de la Alameda, ubicada en la ciudad de Ávila (España), fue inaugurada el 1 de julio de 1863 con la puesta en marcha del tramo Ávila – El Escorial de la línea ferroviaria Madrid-Hendaya. El edificio original, diseñado por el ingeniero Juan Bautista Ceán Bermúdez, presentaba un estilo neomudéjar inspirado en la arquitectura local. A lo largo de los años, la estación ha sufrido diversas obras de ampliación y restauración, manteniendo su rol importante como punto de",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Cine Regina,"Con la construcción del Mall Plaza del Trébol en 1995, junto con sus numerosas salas de cine, pertenecientes a diversas compañías cinematográficas, la Cine Regina se convertiría en una de las últimas salas de cine independientes del área. Situada en el corazón del mall, la Cine Regina ofrece una selección única de películas, con énfasis en las producciones independientes y extranjeras. Su auditorio pequeño pero cómodo, con una capacidad para alrededor de 100 espectadores, cre",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Centro Oncológico Estatal ISSEMYM,"Actualmente, el Centro Oncológico Estatal ISSEMyM cuenta con un tomógrafo simulador confinado, dos aceleradores lineales en uso, los cuales otorgan tratamientos de radioterapia. Estos equipos avanzados permiten al centro ofrecer terapias de alta precisión y eficacia para el tratamiento de diversas formas de cancer. Además, el centro dispone de un laboratorio de patología clínica, una unidad de quimioterapia, y un departamento de diagnóstico por imagen con tecnología de última generación. El personal calificado y",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Myrothamnaceae,"Myrothamnaceae es una pequeña familia de plantas pertenecientes al orden Malpighiales. Origenada en regiones tropicales de África, Madagascar y Sudamérica. La familia comprende un único género, ""Myrothamnus"" Welw., 1.859 (= ""Myosurandra"" Baill., 1.870), con dos especies: El género Myrothamnus es característico por sus flores en inflorescencias panículas. Las hojas son simples y alternas. La inflorescencia es terminal, con flores hermaf",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Tratado de Carrión,"En las cláusulas del Tratado de Carrión, se estipuló que las poblaciones y tierras ubicadas en la orilla izquierda del río Ebro pasarían a manos del Reino de Castilla. Sin embargo, Ramón Berenguer IV se mantendría con los puertos y plazas fortificadas, como Gerona y Barcelona, para continuar gobernándolos como condes. El tratado fue firmado el 28 de noviembre de 1232 en Carrión de Los Condes, en Castilla. Este acuerdo puso fin a la Cruzada contra la Corona de Aragón",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Weilburg,"Ubicado en el corazón de la histórica ciudad de Weilburg, en el antiguo edificio de la cancillería se encuentra el ""Bergbau- und Stadtmuseum"" (Museo de la minería y de la ciudad). Este museo ofrece a sus visitantes una amplia gama de exposiciones que abarcan la historia de la minería y el desarrollo de la ciudad. La exposición principal del museo se dedica a la minería, mostrando herramientas, maquinaria, y otros artefactos relacionados con la extracción de minerales en la región de Weilburg",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Morphine,"El último álbum de estudio editado por la banda Morphine, ""The Night"", fue completado a comienzos del año 1999. El día 3 de julio, en 1999, Sandman, el vocalista y saxofonista de Morphine, colapsó en el escenario del festival en el Giardini del Príncipe en Palestrina, Italia. Su misteriosa muerte se debió a una overdosis de heroína mezclada con morfina. A pesar de que la banda había estado lidiando con problemas de adicción y salud debido a la intenso touring",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Territorio de Utah,"La forma de gobierno mormona en el Territorio de Utah fue considerada polémica por la mayor parte de la nación durante la década de 1850 y principios de 1860. Esto se debió en parte a la amplia cobertura de los periódicos sensacionalistas sobre la poligamia practicada por los colonos mormones. Según estos reportes, los mormones vivían en comunidades polígamas, donde un hombre podía tener varias esposas legítimas. El presidente de los Estados Unidos, Millard Fillmore, creó un comité para investigar los inform",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Coaseguro,"En el contexto del seguro de salud, el coaseguro, también conocido como copago, es una cantidad de dinero que un asegurado paga por cada servicio médico recibido. Generalmente, el importe del coaseguro puede ser pactado con la aseguradora bajo la siguiente regla: a mayor importe de la prima menor es el importe del coaseguro y viceversa. Usualmente, el coaseguro es cobrado por el hospital o proveedor de servicios médicos, aunque algunas políticas de seguro de salud pueden permitir que el asegurado pague directamente.",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
LocoScript,"Hoy en día, todavía hay compañías que soportan LocoScript y su comunidad de usuarios, ofreciendo nuevas versiones, utilidades y extensiones. LocoScript es un lenguaje de programación sencillo y potente desarrollado originalmente para el procesador Z80 de la serie Amstrad PCW. Aunque su popularidad decayó con el paso del tiempo y la llegada de otros lenguajes, sigue contando con una base leal de seguidores. Además de su uso en el Amstrad PCW, LocoScript se adaptó para plataformas como MS-DOS y Microsoft",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Principado de Galicia-Volinia,"Bajo el reinado de Daniel, Galicia-Volinia fue uno de los más poderosos estados de Europa central del este. Su ubicación estratégica entre el Mar Negro y el mar Báltico le permitió establecer fuertes relaciones comerciales con las potencias europeas. Floreció la literatura, produciendo obras maestras como la ""Crónica de Galicia y Volinia."" El crecimiento demográfico se vio favorecido por la inmigración. Los pueblos eslavos del norte, like los volinios, se mezclaron con los galicios, originarios del sur,",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Gabriel Stiglitz,"Gabriel Stiglitz nació el 6 de abril de 1959 en La Plata, Buenos Aires, Argentina. Es hijo de otro reconocido jurista, Rubén Saul Stiglitz y de María Elena Krauze. Se graduó de abogado en la Universidad de Belgrano en 1983. Después de practicar derecho durante algunos años, Stiglitz se especializó en derecho laboral. En la década de 1990, Stiglitz trabajó como abogado asesor para varias empresas multinacionales establecidas en Argentina. Sin embargo",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Ananda Mahidol,"El príncipe Ananda Mahidol Mahidol nació en Heidelberg, Alemania, el 25 de febrero de 1925. Fue el primer hijo del príncipe Mahidol de Songkhla Adulyadej (hijo del rey Chulalongkorn) y de Sangwal (último título Somdej Phra Sri Nakarindhara Boromaratchachonnani), la princesa Suvadhana. Ananda Mahidol recibió una educación inicial en Alemania y más tarde se mudó a Suiza con su familia. En 1932, su abuelo",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Rosemary West,"Finalmente, todos los hijos de los West fueron separados de sus insanos padres y enviados a hogares tutelares. Este caso trajo sospechas sobre la responsabilidad del matrimonio West en la desaparición de su última víctima, Heather West, en 1992. Rosemary West y su marido Fred West se volvieron sospechosos cuando el cuerpo de Heather fue descubierto debajo de la casa de la familia en 25 Cromwell Street, Gloucester. Las investigaciones revelaron que Rosemary West había estado abusando sexualmente de sus hijos y había participado",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Sotillo (Cantabria),"Sotillo siempre formó concejo con el vecino pueblo de San Vitores, con el que comparte la parroquia, por lo que nos remitimos al análisis de la misma en su ficha correspondiente. En Sotillo, ubicado en la comarca de Campoo-Los Valles, en la provincia de Cantabria (España), se encuentran restos arqueológicos que fechan de la Edad del Bronce. De esta época data la llamada ""Lápida de Sotillo,"" un monumento funerario con relieves geométricos y figurativos. El pueblo posee",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Síndrome de Donohue,"El síndrome de Donohue (también conocido como leprechaunismo) es una enfermedad extremadamente rara, caracterizada por una combinación de anomalías físicas y bioquímicas. Su nombre se deriva del hecho de que los afectados por la enfermedad tienen rasgos físicos similares a los gnomos o elfos de la mitología irlandesa. Estos rasgos incluyen piel pigmentada, pies pequeños y anchos, y extremidades cortas. Además, los pacientes suelen presentar deficiencia en la enzima glucose-6-fos",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Deriva continental y clima,"Los continentes no siempre han estado en la posición actual. Otros patrones continentales han dado lugar a climas completamente distintos. Durante el período Jurásico, por ejemplo, no existían masas de tierra en ninguna de las posiciones que ocupan hoy en día. Esto resultó en climas tropicales en latitudes altas y fríos en regiones equatoriales. Este fenómeno se conoce como deriva continental. Es la teoría geológica que postula que las placas tectónicas que forman los continentes se mueven lentamente en las capas",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Fiesta (novela),"Tras la Primera Guerra Mundial, Jake Barnes —un periodista estadounidense incapacitado sexualmente por una herida de guerra— y Brett Ashley —enfermera en la contienda, durante la que ambos mantuvieron una relación—, se reencuentran en París. La ciudad está llena de vida y alegría, y la tradicional Fiesta de San Fermín está por comenzar. Jake, atraído por Brett y su vitalidad, se rehúsa a dejarla ir. Sin embargo, Brett se ha enamorado del matador de toros, Pedro Romero, y Jake se ve",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Línea 85 (EMT Madrid),"A continuación, la línea 85 de EMT Madrid sigue su recorrido por la Avenida de Andalucía. Después de pasar por el Parque de Oeste, el autobús alcanza el Cruce de Villaverde. Aquí, la línea se desvía en dirección al barrio de Vallecas. La ruta continúa por la Calle de Fuencarral, Calle de Embajadores y Calle de la Paz. Finalmente, la línea termina en el Intercambiador de Plaza Elíptica, donde tiene conexiones con otras líneas de autobús y metro",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Deuteranopia,"""La persona con deficiencia de deuteranopia, o colour vision deficiency red-green, percebe el mundo diferentemente. The vision, similar to that of a dog, seems focused on hunting: It doesn't allow for clear detail perception, but offers effective motion detection. It grants excellent night vision or crepuscular perception thanks to the use of the tapetum lucidum, a reflective layer behind the retina. In this condition, people have difficulty distinguishing between red and green hues and may experience colour confusion. They can, however, see shades of grey and blues quite well. Deuteranopia is a common form of colour vision deficiency, affecting approximately 5",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Sidney E. Parker,"El primer periódico, ""Minus One"", lo editó Sidney E. Parker desde septiembre de 1963 hasta 1976 en Nueva York. Este periódico se caracterizó por su enfocamiento en temas relacionados con la libertad personal y la contracultura. Parker, un escritor y artista, contribuyó ampliamente con artículos y obras de arte. El segundo periódico, continuador ideológico del primero, se llamó ""EGO"". Editado entre 1976 y 1979, ""EGO"" continuó explorando temas de libert",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Mersin,"La ciudad de Mersin, localizada en la costa mediterránea de Turquía, fue cristianizada pronto y se convirtió en sede episcopal de un obispo. Según Le Quien (""Oriens christianus"", II, 883), la ciudad de Zephyrion, identificada hoy con Mersin, tuvo a cuatro obispos notables. El primero en mencionarse fue Aerius, quien estuvo presente en el Primer Concilio de Constantinopla en 381. Luego hubo Zenobius, quien fue obispo durante el reinado del emperador An",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Historia de Chiapas,"Para principios de los años ochenta, el gobierno chiapaneco hablaba de la existencia de 203 predios invadidos en diversas regiones del estado. Antes de esto, las autoridades decidieron echar a andar el Programa de Rehabilitación Agraria (PRA), a fin de regularizar la propiedad rural y distribuir las tierras a los campesinos sin tierra. Sin embargo, la implementación del PRA se vio obstaculizada por los grupos armados de la Unión Revolucionaria Tlaxcalteca de Campesinos (UTC) y el Ejército Zap",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Shepard Fairey,"Incluyendo lemas como ""Piensa y crea, imprime y destruye"", Shepard Fairey combina elementos subversivos con entretenimiento. Su temática y estética se caracterizan a menudo por una mezcla entre caricatura y revival de la arte pop. Nacido en 1970 en Charleston, Carolina del Sur, Fairey obtuvo notoriedad durante la campaña presidencial de 2008 con su iconico póster de Barack Obama. Sin embargo, su carrera artística se remonta a la década de 1980, cuando comenzó a crear",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Haití,"De los 8 700 000 habitantes de Haití, el 47% está alfabetizado, el porcentaje más bajo de la región. Haití cuenta con 15 200 escuelas primarias, de las cuales el 90% son privadas, manejadas por comunidades y organizaciones religiosas. La educación es gratuita hasta el nivel primario, pero los gastos asociados con la matrícula, libros y uniformes suponen un desafío para muchas familias. El sistema educativo sufre de falta de recursos, lo que resulta en",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Páramo (Santander),"En el Municipio de Páramo, localizado en el departamento de Santander, Colombia, la actividad económica más relevante es la producción pecuaria. Se encuentran aproximadamente 3.266 ganados bovinos en este municipio, representados principalmente por razas criollas, cebú y pardo. Ocupan un área total de 3.266 hectáreas. Por lo tanto, el área promedio por unidad productiva asciende a aproximadamente 1 hectárea por cabeza de ganado. El pastoreo extensivo es la principal práctica ag",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Iquitos,"Iquitos, ubicada en el corazón amazónico de Perú, es una ciudad vibrante y multicultural. Además de su rica biodiversidad y atractivos turísticos, Iquitos posee cuatro universidades (una licenciada por SUNEDU), institutos superiores tecnológicos y varios colegios primarios, secundarios, e iniciales. Los centros educativos de Iquitos ofrecen programas en diversas áreas de estudio, desde ciencias naturales y tecnología hasta humanidades y negocios. La Universidad Nacional de La Gorja (UNAG), por ejemplo, se destaca en",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Manuel Teodoro del Valle,"Manuel Teodoro del Valle Seoane, nativo de Jauja el 9 de noviembre de 1813, fue un sacerdote peruano que alcanzó la dignidad episcopal, sirviendo como obispo de Huánuco entre 1865 y 1872. Su formación académica la realizó en el Convicto de San Carlos de Lima, y más tarde, se ordenó sacerdote en 1839. Del Valle tuvo una destacada participación en la vida eclesiástica y civil peruana. Tras su episcopado en Huánuco, fue",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Galilea,"El capítulo 9 de 1 Reyes declara que Salomón recompensó a su aliado fenicio, el rey Hiram I de Sidón, con veintisípiles talentos de oro. En gratitud, Hiram envió a artesanos expertoos en orfebrería, carbinería, y construcción, quienes ayudaron a Salomón en la construcción del Templo de Jerusalén y el Palacio Real. Galilea, sin embargo, también tenía importantes vínculos comerciales con Fenicia. La región era famosa por su producción de vino, lino, y",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
"Jacobo Estuardo, I conde de Arran","En abril de 1573, Jacobo Estuardo, I conde de Arran, fue enviado como rehén a Inglaterra por orden del rey Escocés, Don Carlos. Esta medida se tomó para garantizar la seguridad del ejército y artillería ingleses enviados al Asedio del Castillo de Edimburgo, en manos de los rebeldes escoceses. Jacobo, de solo ocho años, viajó acompañado por su tutor, David Beaton, obispo de Dunkeld. El viaje fue difícil, con duras condiciones meteorológicas",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Mathew B. Brady,"Brady se esforzó por documentar la Guerra Civil Estadounidense con un gran equipo fotográfico. Por lo que invirtió una gran suma de dinero, entre otros gastos, para contratar a más de 20 fotógrafos que trabajasen bajo su dirección. Estos incluían a Alexander Gardner, Timothy H. O'Sullivan, and George N. Barnard. Brady estableció estudios móviles en campos de batalla, lo que le permitió capturar imágenes inmediatas de la acción. Su equipo utilizó procesos fotográficos como colodión húmed",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Protestantismo,"Los principales grupos protestantes comenzaron a establecerse en América Latina a partir del siglo XIX. Después de la Reforma Protestante en Europa, misioneros y colonos provenientes de Estados Unidos y Europa llevaron la fe protestante a América Latina. Los presbiterianos se instalaron en Argentina en 1836, en Brasil en 1859, en México en 1872 y en Guatemala en 1882. Estos primeros colonos establecieron iglesias y escuelas, y comenzaron a traducir la Biblia al español para que la fe",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Torre de la Font Bona,"El Museo Arqueológico Municipal (en valenciano ""Museu Arqueològic Municipal"") se inauguró en 1991 en la Torre de la Font Bona, restaurada para este fin, y contiene los hallazgos arqueológicos más importantes de la ciudad de Alcoy, en la Comunidad Valenciana, España. La torre, construida en 1576, es un ejemplo de arquitectura renacentista y está ubicada en la plaza principal de la ciudad. El museo alberga una colección de más de 5.000 piezas, desde la Edad de",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Tiffany René Estrella Attwood,"Después de varios años en UPS y Costco, Tiffany renunció a su rutina laboral estable para emprender un nuevo camino en la industria hipotecaria.Comenzó trabajando como Procesadora Superior en una prestigiosa compañía de hipotecas, ubicada en el corazón de la ciudad. En este nuevo entorno, Tiffany aprendió rápidamente sobre finanzas hipotecarias, adquiriendo una sólida base de conocimiento en materia de préstamos hipotecarios, valoración de bienes raíces y regulaciones financieras. Su trabajo met",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Mario Martínez (político),"""Mario Martínez Rodríguez, Demócrata Cristiano, Secretario General de la FEUSACH y Secretario de Finanzas de la CONFECH, y antiguo estudiante de la USACH. El Sábado 2 de agosto de 1986, alrededor de las 12:00, en el audititorio de la Universidad de Santiago de Chile, Martínez participó en una conferencia sobre la reforma educacional. Allí, expuso su visión de crear vínculos entre la educación superior y la industria para mejorar la formación de los estudiantes y su capacitación laboral.",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Honda Civic Type-R,"La novena generación del Honda Civic (y la cuarta del Civic Type-R) representa un hito en la historia de este popular modelo japonés. Esta generación será la primera en incorporar los nuevos motores VTEC TURBO desarrollados por Honda bajo la serie Earth Dreams Technology. El Civic Type-R de esta generación contará con un motor de 2.0 litros de cinco cilindros con doble turbocompresor, capaz de generar una potencia máxima de 320 CV a 6500 rpm y un par máximo de 4",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Pirro de Epiro,"Pirro de Epiro, el rey epirotas famoso por su valentía y sabiduría, realizó una expedición al Peloponeso en el año 272 a.C. Mientras se encontraba allí, recibió a varias embajadas, entre ellas la espartana. Los espartanos le ofrecieron un pacto de aliencia, y Pirro, entusiasmado por la famosa disciplina licaoniana, prometió enviar a sus hijos a Esparta para ser entrenados según los preceptos de Licurgo. Mientras los embajadores remarcaban la importancia de esta",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Erasmo Roca Gómez,"De igual modo continúa con su trabajo como Instructor, fue nuevamente catedrático de la Escuela de Educación Física de la Universidad Nacional Mayor de San Marcos en el año 1975. En este periodo, desarrolló una importante labor formativa en el ámbito de la educación física, especialmente en el deporte del baloncesto. Asimismo, desempeñó el rol de profesor de baloncesto en el Centro de Estudios Superiores en Investigaciones Educativas y de Desarrollo (CESIRED). Su enseñanza y entrenamiento contribuyeron signific",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Triple A (Argentina),"López Rega y el comisario general jefe de la Policía Federal Argentina, Alberto Villar, organized the ""Triple A"" during the interim government of Raúl Lastiri in 1973. López Rega diverted funds from the Ministry of Social Welfare to finance the organization. Triple A, whose acronym stood for ""Alianza Anticomunista Argentina"" or Argentine Anticommunist Alliance, was a clandestine paramilitary group aimed at suppressing political opposition and eliminating perceived threats to the regime. The group was composed mainly of retired military personnel and civilians with links to the security forces. Its activities included",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Avenida Entre Ríos,"Pasando San Juan, comienza una área completamente distinta de la Avenida Entre Ríos. Aquí desaparece la arboleda, la densidad edilicia desciende abruptamente y abundan las parcelas industriales. A lo largo de este tramo, el paisaje urbano se transforma en un paisaje industrial, dominado por almacenes, talleres y plantas manufactureras. Sus calles laterales se llenan de camiones cargados de mercaderías, y las fachadas de sus edificios reflejan el paso continuo de la actividad productiva. El ruido",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Antonio González Triviño,"Dos de sus obras siguen siendo en la actualidad imprescindibles para Zaragoza: En el distrito de San José se construyó el pabellón Príncipe Felipe y, junto a él, el auditorio Zaragoza, ambas obras de Antonio González Triviño. Este arquitecto zaragozano (1933-1996) fue pionero en la integración de la tecnología y el diseño en su obra. Su estilo se caracterizó por el uso de formas geométricas simples y la luz natural, reflejando el espíritu modernista",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Fermentación,"El proceso de fermentación es anaeróbico, es decir, se produce en ausencia de oxígeno. Esto significa que el aceptor final de los electrones del NADH producido en la glucólisis no es el oxígeno, sino otras moléculas, como etanol o dióxido de carbono. La fermentación alcohólica es un proceso metabólico común en los levaduras y algunas bacterias, en el cual se convierte el azúcar en etanol y dióxido de carbono. En la fermentación láctica, los microorgan",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Solerás,"Debido al tipo de suelo y la pluviometría del lugar donde está situado el pueblo de Solerás, se ha dedicado siempre a los cultivos de secano. En particular, el olivo y el almendro han sido siempre los principales productos agrícolas de esta localidad situada en la comarca de la Ribera de Júcar, en la provincia de Valencia, España. Además de estos cultivos tradicionales, en los últimos años se ha introducido la producción de ciruelas, albaricces y naranjas en huertos de regadío, gracias a",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Iglesia de Santa Isabel de Portugal (Zaragoza),"Tras ser canonizada Isabel de Portugal en 1625, su culto se extendió rápidamente por toda la región aragonesa. En atención a ello, el Cabildo Metropolitano de Zaragoza, realizó en 1678 la construcción de una nueva iglesia en honor a la santa, específicamente en el barrio de La Magdalena. La iglesia, conocida como Iglesia de Santa Isabel de Portugal, fue diseñada por el arquitecto Juan de Aras y Alzaga en estilo barroco tardío. La construcción duró hasta 1694",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
Armero Guayabal,"Feria: Aproximadamente entre los días 5 y 9 de agosto de cada año, en esta localidad se celebra las tradicionales “Ferias y Fiestas de Armero Guayabal”. Estas ferias tienen su origen en el siglo XVII, cuando la comunidad se reunía anualmente para celebrar la patrona de la localidad, la Virgen de la Asunción. Durante estos días, la localidad se viste de color y se llena de diversas actividades culturales y deportivas. Se realizan desfiles de carrozas, corridas de toros, juegos pirot",Ai,Spanish,Wikipedia,Continue,open-mistral-7b,0
