title,text,write_by,domain,language,method,LLM_model,label
Tux-zillertal,"Elle appartient au rameau pie rouge des montagnes. Elle est directement issue de la race suisse hérens. Cette dernière a été répandue dans tout l'arc alpin pour son aptitude au combat. Ce qui a permis à d'autres races, comme la tuxer-zillertal, de se développer. Elle conserve ses qualités de rusticité et de vigueur, notamment grâce à ses déplacements en alpage. Toutefois, la tuxer-zillertal est une race qui a été sélectionnée pour sa production laitière.",Ai,Wikipedia,French,Continue,gemini-pro,0
Adolfo Pérez Esquivel,"En 1997, il a lancé l'« Appel des prix Nobel de la paix pour les enfants du monde », adressé aux Nations unies, qui ont déclaré l’année 2000 « Année internationale de la culture de la paix ». Pérez Esquivel milite également contre la criminalisation de la pauvreté et l'exclusion des personnes marginalisées. Il est membre du comité de parrainage du Tribunal Russell sur la Palestine, dont les travaux ont été présentés en mars 2009.",Ai,Wikipedia,French,Continue,gemini-pro,0
Queensland Reds,"Après avoir emmené une sélection d'une Queensland en tournée au Japon, ils terminèrent en seconde position de l'unique édition de l'Australian Provincial Championship, laissant augurer d'un prometteur Super 14 2007. Malheureusement, cette saison fut un désastre pour les Reds, terminant en dernière position avec une seule victoire.",Ai,Wikipedia,French,Continue,gemini-pro,0
Transport ferroviaire en France,"Dans le cadre du développement du réseau TGV, le réseau ferroviaire français a vu depuis une trentaine d'années la naissance d'un réseau de lignes à grande vitesse (LGV) spécialement conçues pour les trains à grande vitesse. Ces lignes permettent des vitesses commerciales de 300 km/h, voire plus pour certaines lignes. Le réseau LGV français est l'un des plus développés au monde, avec une longueur totale de plus de 2 700 km. Les LGV permettent de relier les principales villes françaises entre elles, ainsi que de nombreuses villes européennes. Elles ont considérablement réduit les temps de trajet et ont contribué à l'essor du transport ferroviaire en France.",Ai,Wikipedia,French,Continue,gemini-pro,0
Dafydd ab Owain Gwynedd,"Dafydd était le fils d'Owain Gwynedd et de Cristin verch Goronwy. Comme Owain et Cristin étaient cousins au premier degré, leur mariage ne fut pas accepté par l'Église et cette dernière considérait Dafydd comme un enfant illégitime. C'est pour cette raison qu'il ne fut jamais reconnu comme prince de Gwynedd, bien qu'il ait été un chef militaire talentueux et qu'il ait mené de nombreuses campagnes contre les Anglais.",Ai,Wikipedia,French,Continue,gemini-pro,0
Âge d'or des comics,"La situation politique et l'influence des Églises empêchent cependant parfois l'importation des comics. C'est le cas en Allemagne, en Italie et en Espagne, dont les gouvernements sont alors respectivement nazi, fasciste et franquiste. En France, les bandes dessinées américaines sont interdites à partir de 1949 en raison de leur contenu jugé trop violent et immoral.",Ai,Wikipedia,French,Continue,gemini-pro,0
Oprah Winfrey,"En 1998, Oprah Winfrey a lancé Oprah's Angel Network, une organisation caritative aidant des personnes dans le besoin à travers le monde. En conséquence, Oprah's Angel Network entretient des projets charitables dans plus de 100 pays, fournissant une aide médicale, éducative et économique à ceux qui en ont le plus besoin. L'organisation s'associe à des organisations locales et internationales pour réaliser son travail, en se concentrant sur des initiatives durables qui visent à créer un changement à long terme dans la vie des personnes.",Ai,Wikipedia,French,Continue,gemini-pro,0
District de Xuanhua,"Xuanhua se trouve à l'extrémité nord des Yanshan, une chaîne de montagnes peu élevée bordant la grande plaine de la Chine du Nord, dans la zone de transition vers le plateau de la Mongolie intérieure. Le district de Xuanhua était stratégiquement important pendant les périodes des Yuan, Ming et Qing en raison de sa proximité avec la frontière avec la Mongolie. Xuanhua a été un centre administratif important pendant les dynasties Yuan et Ming, et elle a été pendant un certain temps la capitale de la province de Xuanfu.",Ai,Wikipedia,French,Continue,gemini-pro,0
Utilité (économie),"On construit donc ainsi une fonction mathématique ""U"", allant de l'espace des biens dans R^n, telle que U(A) > U(B) implique que le panier ""A"" est préféré au panier ""B"". On suppose en général qu'elle est continue et/ou différentiable, continue et définie sur tout l'espace des biens. La fonction d'utilité est une mesure des préférences du consommateur qui lui permet de comparer et de classer différents paniers de biens.",Ai,Wikipedia,French,Continue,gemini-pro,0
CSKA Moscou (basket-ball),"Dans les années 1970, le CSKA remporte quatre titres de champion d'Europe, dont ceux de 1969 et 1971 sous la direction d'Aleksandr Gomelski. L'équipe domine alors le basket-ball européen, avec des joueurs emblématiques comme Sergei Belov, Ivan Edeshko et Vladimir Tkachenko. En 1973, le CSKA remporte à nouveau le titre de champion d'Europe, et conserve son titre l'année suivante, en 1974.",Ai,Wikipedia,French,Continue,gemini-pro,0
Front populaire (France),"L'assemblée élue lors des élections de mai 1936 demeurera en place jusqu'au début de la Seconde Guerre mondiale, malgré l'arrestation des principaux dirigeants communistes et l'interdiction de leur parti en septembre 1939. Le Front populaire est dissous en 1938, mais la plupart de ses réformes sociales sont maintenues après la guerre.",Ai,Wikipedia,French,Continue,gemini-pro,0
Lapalud,"Dès 5400 avant J.-C., des hommes, certainement des pêcheurs habitant dans des huttes, ont vécu sur notre territoire. En effet, lors des fouilles réalisées pour le tracé du chemin de fer du TGV, sur le site des Michels, on a retrouvé des traces d'une occupation humaine datant de cette époque. Les archéologues ont notamment mis au jour des tessons de poterie, des outils en pierre et des ossements d'animaux.",Ai,Wikipedia,French,Continue,gemini-pro,0
Billard,"Le « coup de queue » est primordial, et doit être adapté. Ce terme regroupe la puissance du coup, l’horizontalité de la queue, l’accompagnement ou non du mouvement, la fluidité du geste, etc. Un coup « pénétrant » est un coup frappé avec force qui permet de rentrer les billes dans les trous. Il existe également des coups moins puissants, comme le « rétro » ou le « massé », qui permettent de déplacer les billes de manière plus précise.",Ai,Wikipedia,French,Continue,gemini-pro,0
Saint-Nicolas-aux-Bois,"L'occupation des sols de la commune, telle qu'elle ressort de la base de données européenne d’occupation biophysique des sols Corine Land Cover (CLC), est marquée par l'importance des forêts et milieux semi-naturels (92,2 % en 2018), en augmentation par rapport à 1990 (87,7 %). La répartition détaillée en 2018 est la suivante : forêts (84,9 %), prairies (5,8 %), zones humides intérieures (2,6 %), terres arables (2,2 %), zones urbanisées (2,1 %), cultures permanentes (1,6 %), zones industrielles ou commerciales et réseaux de communication (0,7 %), milieux à végétation arbustive et/ou herbacée (0,1 %).",Ai,Wikipedia,French,Continue,gemini-pro,0
Norvège,"Dans les autres langues de la Norvège, le nom du pays est écrit « Norga » (same du Nord), « Vuodna » (same de Lule), « Norgga » (same du Sud), « Nöörje » (kvène) et « Vuoreme » (finnois). Le nom « Norge » provient du vieux norrois Norðrvegr qui signifie « le chemin vers le nord ».",Ai,Wikipedia,French,Continue,gemini-pro,0
John McTiernan,"Ces trois longs-métrages lancent des franchises dont McTiernan se désengage, pour privilégier des projets originaux. En 1992, il retrouve Sean Connery pour un film d'aventures, ""Medicine Man"". En 1993, il réalise ""Last Action Hero"", avec Arnold Schwarzenegger, une parodie des films d'action, qui connaît un succès mitigé. Il poursuit dans cette veine en produisant ""The 13th Warrior"" (1999), une adaptation du roman d'Ibn Fadlân, avec Antonio Banderas.",Ai,Wikipedia,French,Continue,gemini-pro,0
Antonello de Messine,"Entre 1475 et 1476, il exécute le ""Retable de San Cassiano"", aujourd'hui mutilé et conservé à Vienne : seuls la Vierge sur le trône élevé et l'Enfant, partiellement repris par Gaspare Diziani, subsistent. Ce retable semble avoir été commandé par les Antonelli, une puissante famille de marchands vénitiens, qui avaient peut-être une connexion avec la ville d'origine d'Antonello, Messine.",Ai,Wikipedia,French,Continue,gemini-pro,0
Cabriès,"La gare de Bouc - Cabriès, sur la ligne de Marseille à Aix-en-Provence et Briançon, à 2 kilomètres au sud du chef-lieu, est ouverte en 1877. Elle est desservie par des trains du réseau TER Provence-Alpes-Côte d'Azur.",Ai,Wikipedia,French,Continue,gemini-pro,0
Afro-Américains,"Selon l'""American Community Survey"" pour la période 2013-2018, 91,06 % de la population afro-américaine âgée de plus de 5 ans déclare parler l'anglais à la maison, 2,8 % déclare parler l'espagnol, 1,82 % le créole haïtien, 0,83 % le français, 0,81 % une langue africaine, 0,67 % le vietnamien, 0,39 % l'allemand, 0,36 % le chinois et 0,26 % une autre langue asiatique.",Ai,Wikipedia,French,Continue,gemini-pro,0
Forest Yeo-Thomas,"Dans la nuit du 18 au 19 avril 1942, Yeo-Thomas et Brossolette sont déposés en Lysander près d'Angoulême. Peu après leur arrivée, de nombreux patriotes sont arrêtés. Sans se laisser décourager, ils poursuivent leur mission de galvaniser la Résistance française et de préparer l'arrivée des Alliés. Yeo-Thomas est particulièrement actif dans la région de Lyon, où il établit des contacts avec les principaux groupes de résistance et organise des opérations de sabotage et de déraillement.",Ai,Wikipedia,French,Continue,gemini-pro,0
Sabot (chaussure),"La durée du séchage à l'abri du vent, des courants d'air ou des chocs thermiques dans la loge perpétuellement chauffée est estimée entre trois et cinq mois. Des sabots peuvent perdre la moitié de leur poids par évaporation de l'eau au cours du séchage. On gratte les sabots avec un rabot pour enlever les fibres imprégnées de tanins. On les assouplit, si nécessaire, en les mouillant et en les plaçant sur le moule à l'intérieur d'une cocotte-minute.",Ai,Wikipedia,French,Continue,gemini-pro,0
Courgenay (Yonne),"Primitivement, la ferme porte pour nom : la Pierre aux Singes. En principe, le singe est au Moyen Age un animal légendaire dans les campagnes européennes. Les termes de « monne » ou de « simiæ » ne sont autre que ceux désignant les animaux domestiques, en l’occurrence des chèvres, des moutons et des boucs.",Ai,Wikipedia,French,Continue,gemini-pro,0
Canberra Raiders,"Les Canberra Raiders sont un club australien de rugby à XIII évoluant en National Rugby League, basé à Canberra, capitale de l'Australie. Depuis 1990, l'équipe dispute ses matchs à domicile au GIO Stadium Canberra. Vainqueur de trois titres de champion en 1989, 1990 et 1994, le club a également remporté le World Club Challenge en 1989 et 1994.",Ai,Wikipedia,French,Continue,gemini-pro,0
Ligne 3 bis du métro de Paris,"La nouvelle station ""Gambetta"" est mise en service le 23 août 1971 ; la ligne 3 bis n'est en revanche débranchée que le 2 avril 1976. La ligne 3 bis est partiellement transformée en prolongement de la ligne 3 en 1971. Elle permet en outre la desserte de l'Hôpital Robert-Debré inauguré cette même année.",Ai,Wikipedia,French,Continue,gemini-pro,0
Jerry Stiller,"Aîné des quatre enfants de William Stiller (1896-1999), conducteur de bus, et de son épouse Bella Stiller (née Citrin) (1902-1954), Jerry Stiller naît à Brooklyn, à New York. Sa famille est juive et ses parents sont originaires de Galicie, en Pologne.",Ai,Wikipedia,French,Continue,gemini-pro,0
Lucile Desmoulins,"Un certain nombre de rues portent également son nom. C'est le cas de la rue Lucile Desmoulins à Fleury-Mérogis (Essonne) (non loin de Corbeil-Essonnes), à Paris (13e arrondissement) et à Toulon (Var).",Ai,Wikipedia,French,Continue,gemini-pro,0
Paul Copin-Albancelli,"Pour lui, le militantisme pacifiste qui s'est exercé en France avant la Première Guerre mondiale jusqu'au 2 août 1914 (la guerre éclate le 1er août 1914), où les frères Le Foyer, Hubbard et Gaston Vidal (dit Gaston de Pawlowski) ont joué un rôle important, n'aboutit pas à une doctrine d'action pacifique clairement définie et fermement ancrée dans l'opinion.",Ai,Wikipedia,French,Continue,gemini-pro,0
Rúmil,"Rúmil est un Elfe Noldo, considéré comme l'inventeur des premiers signes d'écriture : les sarati. Fëanor s'en inspira grandement pour créer ses tengwar. Il est un grand linguiste et un maître des langues. Il a aussi créé le mode de numération utilisé par les Eldar. Il est respecté de tous les Elfes pour sa sagesse et son savoir.",Ai,Wikipedia,French,Continue,gemini-pro,0
Mont Blanc,"Peu avant de mourir, Joseph Vallot confie l'observatoire à A. Dina qui — avec sa fondation — y développe un projet d'observatoire. En 1909, le conseil d'administration de cette fondation propose à l'Académie des sciences de Paris de racheter l'Observatoire. Le projet est accepté par l'Académie et, par décret du 8 mars 1908, l'État devient propriétaire de l'observatoire météorologique de haute montagne du Mont Blanc. L'observatoire prendra officiellement le nom d'observatoire Vallot en 1947.",Ai,Wikipedia,French,Continue,gemini-pro,0
Susmiou,"L'occupation des sols de la commune, telle qu'elle ressort de la base de données européenne d’occupation biophysique des sols Corine Land Cover (CLC), est marquée par l'importance des territoires agricoles (86,2 % en 2018), en augmentation par rapport à 1990 (83,9 %). La répartition détaillée en 2018 est la suivante : terres arables (79,5 %), zones agricoles hétérogènes (4,4 %), prairies (2,3 %). Les autres milieux naturels représentent 13,8 % du territoire communal, principalement constitués de forêts (10 %) et de milieux à végétation arbustive et/ou herbacée (3,8 %).",Ai,Wikipedia,French,Continue,gemini-pro,0
Georges Bataille,"Dès lors, Bataille écrit à Albert Camus pour lui dire qu'il souhaite rassembler les articles qu'il a publiés sur lui dans ""Critique"", sous le titre ""Albert Camus : moralité et politique"". Il se propose de situer Camus par rapport à Nietzsche, Kierkegaard, Dostoïevski, Kafka et Malraux. Camus répond positivement, mais le projet n'aboutit pas.",Ai,Wikipedia,French,Continue,gemini-pro,0
Matafelon-Granges,"En 1280, Humbert IV, sire de Thoire-Villars, déclare le village libre et franc. À cette occasion, la famille part résider au château de Granges, à proximité. Le village se développe alors autour de ce château, qui devient le centre de la seigneurie de Matafelon. Au XIVe siècle, la seigneurie passe aux mains de la famille de Poitiers-Valentinois. Les Poitiers construisent un nouveau château, plus imposant, à l'emplacement de l'ancien. Ce château est aujourd'hui en ruines, mais il témoigne de la puissance de la famille de Poitiers.",Ai,Wikipedia,French,Continue,gemini-pro,0
Salem (Massachusetts),"Le Peabody Essex Museum est un musée consacré à l'art et la culture asiatiques et aux débuts du commerce maritime américain ; ses collections comprennent plus de 220 000 œuvres et objets. Il est situé à Salem, dans le Massachusetts, et possède également une annexe à Peabody. Le musée a été fondé en 1799 par la East India Marine Society, une organisation consacrée à la promotion du commerce entre les États-Unis et l'Asie. La collection du musée a été constituée grâce aux dons de capitaines de navires et d'autres marins qui ont voyagé en Asie.",Ai,Wikipedia,French,Continue,gemini-pro,0
Connie Mulder,"En 1979, la commission Erasmus, mise en place par PW Botha, révèle ses manquements notamment les irrégularités financières et les abus de pouvoirs de ses services. Obligé de démissionner du gouvernement et de la présidence du parti national, Mulder échappe aux poursuites judiciaires mais perd toute respectabilité. Il se consacre dès lors à ses affaires et devient consultant pour des entreprises étrangères en Afrique du Sud.",Ai,Wikipedia,French,Continue,gemini-pro,0
Kitsune,"Il est largement accepté que la piste de nombreux mythes japonais concernant les renards peut être retracée jusqu'en Chine, en Corée ou en Inde. Les contes populaires chinois parlent d'esprits renards nommés ""huli jing"", qui peuvent avoir jusqu'à neuf queues, chacune représentant cent ans de pouvoir et de sagesse. Les ""kitsune"" japonais partagent de nombreuses caractéristiques avec les ""huli jing"", notamment leur capacité à se transformer en humains et à utiliser la magie. Cependant, les ""kitsune"" sont souvent dépeints comme plus bienveillants que leurs homologues chinois.",Ai,Wikipedia,French,Continue,gemini-pro,0
Marie-Louise d'Autriche,"Quant à son premier enfant à Vienne, il ne doit pas succéder à sa mère sur le trône de Parme, et Marie-Louise le confie aux soins de sa grand-mère paternelle, l'impératrice Marie-Thérèse d'Autriche. Elle le retrouve à plusieurs reprises, mais l'enfant meurt en 1817. Marie-Louise se remarie en 1821 avec le comte Neipperg, qui devient le duc de Montenuovo. Ensemble, ils ont trois enfants, dont deux filles survivent. Marie-Louise meurt à Parme en 1847.",Ai,Wikipedia,French,Continue,gemini-pro,0
Réalisme socialiste en France,"Le premier symbole de cette bataille est la toile ""Les Parisiennes au marché"" exposée au Salon d'automne de la même année et son article-manifeste « Le peintre à son créneau », qui propulsent André Fougeron chef de file de ce réalisme socialiste en France, tout en prenant ses distances avec l'orthodoxie jdanovienne. Il est rejoint par des peintres tels que Léon Golub, Jean-Eugène Bersier, Roger Vieillard, Boris Taslitzky, Francis Bott, Michel Patrix ou encore Paul Rebeyrolle.",Ai,Wikipedia,French,Continue,gemini-pro,0
San Miguel de Tucumán,"La ville a un climat subtropical, avec un été chaud mais assez tempéré, et un hiver tempéré froid (la neige y tombe parfois, comme en 2005), surtout du côté de l'Aconquija. La température peut varier entre 2 et 34 °C au cours d'une année. Les précipitations sont abondantes toute l'année, mais surtout en été.",Ai,Wikipedia,French,Continue,gemini-pro,0
Walter Pach,"Walter Pach est né à New York, son père était directeur d'un important studio photographique, la société Pach Bros, fournisseur de la plupart des clichés destinés au Metropolitan Museum. Très tôt, le jeune Walter Pach se passionne pour la peinture et à l'occasion de son premier voyage en Europe en 1895, il rencontre à Paris des artistes comme Henri Matisse ou Kees van Dongen. Il complète sa formation à l'Art Students League de New York.",Ai,Wikipedia,French,Continue,gemini-pro,0
Sport à Pau,"Si l'arrivée du football est tardive, l'implantation du rugby à XV à Pau et en Béarn est bien plus précoce, portée par la proximité avec les foyers de ce sport en Angleterre. Dès les années 1890, des matches amicaux ont lieu, puis naît en 1899 le Pau Football Club (PFC), avant que le Stade Palois Rugby (SPR) ne voie le jour en 1902.",Ai,Wikipedia,French,Continue,gemini-pro,0
B-Tight,"Le 8 août 2005, il publie la mixtape ""Nemesis"", en commun avec Tony D. En plus de ses activités en solo, B-Tight est membre du crew de rap Die Sekte.",Ai,Wikipedia,French,Continue,gemini-pro,0
Mümliswil-Ramiswil,"L'église de Mümliswil a été construite en 1932 dans un style roman néo-classique assez grandiose. Un lieu de culte est mentionné ici depuis 1237. L'édifice est inscrit comme bien culturel d'importance nationale. L'église de Ramiswil, qui est d'origine médiévale, est également inscrite comme bien culturel d'importance nationale. Elle a été reconstruite en 1604 et rénovée en 1726. Son clocher date de 1787. Les deux églises sont des édifices remarquables qui témoignent de l'histoire religieuse de Mümliswil-Ramiswil.",Ai,Wikipedia,French,Continue,gemini-pro,0
TrackMania United,"est globalement bien accueilli lors de sa sortie par les critiques qui relèvent un jeu aux visuels variés fonctionnant sur de modestes configurations et un gameplay amusant. La presse spécialisée salue la maniabilité des véhicules, l'aspect arcade du jeu, la variété des circuits et le nombre important de modes de jeu. Le titre reçoit ainsi de bonnes notes de la part de la presse spécialisée, avec une moyenne de 82 % sur GameRankings et 81 % sur Metacritic.",Ai,Wikipedia,French,Continue,gemini-pro,0
Benito Martinez,"Benito Martinez commence sa carrière dès le début des années 1990, avec quelques téléfilms et autres séries comme ""Zorro"" en 1992. En 1995, il décroche son premier grand rôle cinéma dans ""Alerte !"" aux côtés de Dustin Hoffman. En 2004, il joue dans ""Million Dollar Baby"" de Clint Eastwood, qui lui vaut une nomination aux Oscars. Il continue ensuite à apparaître dans de nombreux films et séries, notamment ""24 heures chrono"" et ""How to Get Away with Murder"".",Ai,Wikipedia,French,Continue,gemini-pro,0
Précipice à bisons Head-Smashed-In,"Le site du précipice à bisons Head-Smashed-In (ᖹᒙᒄᖱᒁ; littéralement « Tête fracassée »), situé à 18 km au nord-ouest de Fort Macleod, dans le sud de l'Alberta, est un site archéologique et historique national. Il est reconnu pour son importance archéologique en tant que site de chasse préhistorique aux bisons, utilisé par les peuples autochtones des Plaines pendant plus de 5 500 ans.",Ai,Wikipedia,French,Continue,gemini-pro,0
Sébastien Chabal,"En 2008, il publie sous le titre de ""Ma petite étoile"" son autobiographie, dans laquelle il dénonce un certain laxisme de l'arbitrage français, ainsi que le supposé favoritisme du club du président de la FFR, Bernard Laporte.",Ai,Wikipedia,French,Continue,gemini-pro,0
Redoublement (linguistique),"La fonction la plus fréquente du redoublement est cependant l'indication d'un aspect intensif ou itératif. Ainsi, en tok pisin (créole de Papouasie-Nouvelle-Guinée), lokoloko signifie « tous les jours » (loko « jour »), tandis que mani-mani signifie « surtout » (mani « beaucoup »). Cette fonction est commune à beaucoup de langues bantoues : en kikongo, par exemple, lele signifie « lent », lele-lele « très lent ».",Ai,Wikipedia,French,Continue,gemini-pro,0
Jacana noir,"Le Jacana noir est un petit oiseau de 19 cm de longueur avec de longues pattes gris doré aux doigts mesurant quatre centimètres. Les doigts lui permettent de répartir le poids de son corps sur les feuilles flottantes de nénuphars et autres plantes aquatiques. Son plumage est noir avec des reflets verts sur le dos et les ailes. Le bec est jaune et les yeux sont rouges. Le Jacana noir se trouve dans les régions tropicales d'Afrique, d'Asie et d'Amérique du Sud. Il vit dans les zones humides et les marécages, où il se nourrit de graines, d'insectes et de petits animaux.",Ai,Wikipedia,French,Continue,gemini-pro,0
CompuServe,"CompuServe (ou CompuServe Information Services, ou CIS), est le premier des grands fournisseurs de services en ligne aux États-Unis. Il domine le marché de 1980 à 1995, avec 80 % du marché en 1989 au pic de son succès. Il est créé en 1969 et appartient depuis 1997 à CompuServe Interactive Services, une filiale d'AOL.",Ai,Wikipedia,French,Continue,gemini-pro,0
Rozet-Saint-Albin,"L'occupation des sols de la commune, telle qu'elle ressort de la base de données européenne d’occupation biophysique des sols Corine Land Cover (CLC), est marquée par l'importance des territoires agricoles (93 % en 2018), une proportion sensiblement équivalente à celle de 1990 (92,3 %). La répartition détaillée en 2018 est la suivante : terres arables (78,4 %), zones agricoles hétérogènes (13,1 %), prairies (1,5 %). Les zones urbanisées, très limitées, s'étendent sur 3 % de la commune. Les espaces verts artificialisés, qui comprennent les espaces verts urbains, les cimetières et les équipements sportifs, ne couvrent que 1 % de la surface communale. Les zones humides intérieures, enfin, occupent 3 % du territoire de la commune.",Ai,Wikipedia,French,Continue,gemini-pro,0
Fecht,"Elle reçoit, rive gauche, La Wormsa, émissaire du Schiessrothried et se gonfle de deux affluents homonymes, la ""Fecht de Sondernach"" sur sa rive gauche et la ""Fecht de Metzeral"" sur sa rive droite. La Fecht de Sondernach prend sa source au Hohneck, point culminant du massif vosgien (1 363 m), descend vers Sondernach, puis se dirige vers nord-ouest en traversant la commune de Soultzeren. Son cours passe ensuite à l'ouest de la route départementale 430 avant de rejoindre la Fecht au niveau du lieu-dit ""Fechtthal"".",Ai,Wikipedia,French,Continue,gemini-pro,0
William Lamb (Lord Melbourne),"Membre du parti whig, il est secrétaire d'État entre 1830 et 1834 et Premier ministre en 1834 puis de 1835 à 1841. De 1839 à 1842, il conduit contre la Chine la première guerre de l'opium aboutissant au traité de Nankin, qui donne à la Grande-Bretagne un privilège commercial en Chine. Il est le principal conseiller de la reine Victoria jusqu'à sa mort en 1848.",Ai,Wikipedia,French,Continue,gemini-pro,0
Kei Nishikori,"Il s'aligne ensuite pour le Masters du Canada où il bat Peter Polansky (4-6, 6-4, 6-2) puis Andreas Seppi contre lequel il abandonne au troisième set. À Cincinnati, Kei Nishikori s'incline au premier tour face à Ernest Gulbis en trois sets (4-6, 7-65, 3-6).",Ai,Wikipedia,French,Continue,gemini-pro,0
Assassin (groupe),"Le volume 3 des ""Confessions d'un enfant du siècle"" sort fin 2010. En 2012, Rockin’ Squat joue au Casino de Paris avec le Assassin Live Band et Cheick. La même année, le groupe sort l’album ""Orignal"", qui contient notamment le titre ""Zion"". En 2014, Assassin sort ""Excalibur"", un album qui marque un retour aux sources, avec des textes engagés et des productions plus brutes. L'album est très bien accueilli par la critique et par le public.",Ai,Wikipedia,French,Continue,gemini-pro,0
La Banque postale,"La loi n° 90-568 du 2 juillet 1990 réforme La Poste et les services financiers dans leur ensemble. La Poste devient un établissement public doté d’une autonomie financière. Une nouvelle politique marketing est alors amorcée avec la diversification des services proposés, tels que l’assurance IARD, l’assurance-vie, la monétique sous la marque Moneo et le crédit à la consommation. En 1999, La Poste lance la Banque postale, qui devient une filiale à 100 % du groupe La Poste en 2006.",Ai,Wikipedia,French,Continue,gemini-pro,0
Poker Channel,"En 2007, la chaîne a également marqué sa présence sur le web en produisant des contenus multimédia tels que des vidéos, diffusées grâce à des partenariats notamment avec YouTube] Dailymotion, Zattoo et Blinkx. En 2013, The Poker Channel a annoncé son lancement en France sur la Box TV d'Orange.",Ai,Wikipedia,French,Continue,gemini-pro,0
