title,text,write_by,domain,language,method,LLM_model,label
Dietrich Eckart,"Dietrich Eckart (1868-1923) était un journaliste, écrivain et poète allemand. Il est connu pour son rôle dans le mouvement national-socialiste, étant l'un des premiers adeptes et conseillers d'Adolf Hitler. Eckart a co-fondé le Parti national-socialiste des travailleurs allemands (NSDAP) et a édité le journal du parti, le Völkischer Beobachter. Ses écrits anti-sémites et ses idées nationalistes ont eu une influence majeure sur l'idéologie nazie. Eckart est mort en 1923 des suites d'une altercation avec des communistes.",Ai,Wikipedia,French,Topic,gemini-pro,0
Max Euwe,"Max Euwe (1901-1981) était un joueur d'échecs néerlandais, champion du monde de 1935 à 1937. Il a été le premier joueur non soviétique à remporter le titre de champion du monde depuis l'époque de Wilhelm Steinitz. Euwe était également un mathématicien et un informaticien de renom. Il est connu pour ses contributions à la théorie des nombres, à la topologie et aux échecs informatiques.",Ai,Wikipedia,French,Topic,gemini-pro,0
Tolkien Estate,"La Tolkien Estate est une société familiale qui gère les droits d'auteur des œuvres de J. R. R. Tolkien, notamment Le Hobbit, Le Seigneur des anneaux et Le Silmarillion. Elle a été fondée en 1977 par les enfants de Tolkien, Christopher, John et Priscilla, et est actuellement dirigée par le petit-fils de Tolkien, Simon Tolkien. La Tolkien Estate est responsable de la protection des droits d'auteur du travail de Tolkien, ainsi que de l'octroi de licences pour les adaptations et les produits dérivés.",Ai,Wikipedia,French,Topic,gemini-pro,0
Matelica,"Matelica est une petite ville italienne de la province de Macerata, dans la région des Marches. Elle est située à environ 80 km au sud d'Ancône, dans une zone vallonnée au pied du mont Pennino. Matelica est connue pour ses vins rouges, notamment le Rosso di Matelica DOC, un vin rouge corsé élaboré à partir du cépage Montepulciano. La ville est également un centre de production de truffes blanches, qui sont très appréciées dans la cuisine locale.",Ai,Wikipedia,French,Topic,gemini-pro,0
Dinan,"Dinan, ville fortifiée médiévale perchée sur une falaise dominant la Rance, est une cité de caractère en Bretagne, dans le département des Côtes-d'Armor. Son centre historique, aux rues pavées et maisons à pans de bois, témoigne de son riche passé. La basilique Saint-Malo abrite une collection de vitraux du XVe siècle. Les remparts offrent une vue panoramique sur la vallée de la Rance et la forêt de Brocéliande. Dinan est également connue pour son festival de musique classique, les ""Fêtes Musicales en Dinan"", qui se tient chaque été.",Ai,Wikipedia,French,Topic,gemini-pro,0
Lorik Cana,"Lorik Cana (né le 27 juillet 1983 à Pristina au Kosovo, alors en Yougoslavie) est un ancien footballeur international albanais qui évoluait au poste de milieu de terrain. Formé à l'AS Cannes, il joue ensuite pour le Paris Saint-Germain, l'Olympique de Marseille, Galatasaray, Sunderland, la Lazio Rome et le FC Nantes. Il compte 93 sélections en équipe d'Albanie, dont il a été capitaine pendant de nombreuses années.",Ai,Wikipedia,French,Topic,gemini-pro,0
Maison de Habsbourg (Espagne),"La Maison de Habsbourg d'Espagne est une branche cadette de la Maison de Habsbourg, issue de Charles Quint. Elle a régné sur l'Espagne de 1516 à 1700. Les Habsbourg d'Espagne ont étendu l'Empire espagnol à son apogée, couvrant une grande partie de l'Europe, des Amériques et de l'Asie. Ils ont également introduit la Renaissance et le baroque en Espagne, contribuant à la culture et à l'art espagnols. Le règne des Habsbourg d'Espagne a pris fin avec la mort de Charles II en 1700, déclenchant la guerre de Succession d'Espagne.",Ai,Wikipedia,French,Topic,gemini-pro,0
Nicolás Pereira,"Nicolás Pereira est un footballeur international uruguayen né le 22 juin 1979 à Montevideo. Il évolue au poste d'attaquant. Formé au Defensor Sporting Club, il joue ensuite dans plusieurs clubs uruguayens, argentins et européens. Il compte notamment une sélection avec l'équipe d'Uruguay en 2004. Depuis 2017, il évolue au Club Atlético Cerro.",Ai,Wikipedia,French,Topic,gemini-pro,0
Al-Khwârizmî,"Al-Khwârizmî, mathématicien perse du IXe siècle, est célèbre pour son traité sur l'algèbre, intitulé ""Abrégé du calcul par la restauration et la comparaison"". Dans cet ouvrage, il formalise les règles de résolution des équations du premier et du second degré. Le mot ""algèbre"" dérive d'ailleurs du titre arabe de ce traité, ""Al-Jabr"". Al-Khwârizmî a également apporté des contributions importantes à l'arithmétique, à la géométrie et à l'astronomie.",Ai,Wikipedia,French,Topic,gemini-pro,0
Percivall Pott,"Percivall Pott (1714-1788), chirurgien anglais réputé, est connu pour ses travaux sur la tuberculose vertébrale, appelée ""mal de Pott"". Il a également effectué d'importantes recherches sur l'hydrocèle et la hernie inguinale, développant des techniques chirurgicales innovantes. Pott était membre de la Royal Society et a contribué de manière significative à l'avancement de la chirurgie orthopédique. Il a publié plusieurs ouvrages précieux, dont ""Chirurgical Observations"" (1758) et ""Observations on the Nature and Cure of Hydrocele"" (1762), qui ont eu une grande influence sur la pratique chirurgicale de l'époque.",Ai,Wikipedia,French,Topic,gemini-pro,0
Ateliers du métro de Paris,"Les Ateliers du métro de Paris sont un ensemble de sites industriels destinés à l'entretien et à la réparation du matériel roulant du métro de Paris. Ils occupent une superficie de plus de 70 hectares, répartis sur plusieurs sites dans la région parisienne. Le principal site est celui de Fontenay-sous-Bois, dans le Val-de-Marne. Il abrite les ateliers de maintenance des trains, ainsi que le centre de commandement du métro. Les autres sites sont situés à Saint-Ouen, Vaugirard et Charolais. Les Ateliers du métro de Paris emploient plus de 2 000 personnes, qui assurent la maintenance et la réparation des trains, ainsi que la conception et la fabrication de nouveaux matériels.",Ai,Wikipedia,French,Topic,gemini-pro,0
Pointe de Grave,"La Pointe de Grave est une presqu'île située à l'embouchure de la Gironde, en France. Elle fait partie de la commune de Soulac-sur-Mer et constitue l'extrémité nord-occidentale du Médoc. La Pointe de Grave est un site protégé en raison de son intérêt écologique et paysager. Elle abrite notamment une réserve ornithologique et une forêt de pins. La presqu'île est également connue pour son phare, le phare de Cordouan, construit au XVIe siècle et classé au patrimoine mondial de l'UNESCO.",Ai,Wikipedia,French,Topic,gemini-pro,0
Affaire des fiches (France),"L'affaire des fiches est un scandale politique français qui éclata en 1904. Elle concernait la création de fiches confidentielles par le ministère de la Guerre recensant les opinions politiques et religieuses des officiers. Ces fiches étaient utilisées pour discriminer les officiers catholiques et royalistes, et pour les écarter des postes de commandement. Le scandale entraîna la démission du ministre de la Guerre, le général André, et la chute du gouvernement Combes.",Ai,Wikipedia,French,Topic,gemini-pro,0
Âges sombres (cosmologie),"Les âges sombres en cosmologie sont une période de l'évolution de l'univers qui a débuté peu après le Big Bang et s'est poursuivie jusqu'à la formation des premières étoiles et galaxies. Au cours de cette période, l'univers était principalement rempli d'hydrogène et d'hélium gazeux, avec des traces d'éléments plus lourds. L'univers était presque complètement opaque à la lumière, car il était rempli de gaz neutre qui absorbait la lumière.",Ai,Wikipedia,French,Topic,gemini-pro,0
Kenny Dalglish,"Kenny Dalglish, né le 4 mars 1951 à Glasgow, est un ancien footballeur et entraîneur écossais. Surnommé ""King Kenny"", il a évolué principalement au sein du club de Liverpool, où il a remporté de nombreux titres, dont six championnats d'Angleterre et trois Coupes d'Europe des clubs champions. Dalglish a également été sélectionneur de l'équipe d'Écosse de 2010 à 2012.",Ai,Wikipedia,French,Topic,gemini-pro,0
Vinyle timecodé,"Le vinyle timecodé permet d'émuler un signal audio numérique encodant une information temporelle (timecode). Ce disque vinyle est gravé avec un signal de référence temporel, le plus souvent basé sur un code SMPTE permettant une lecture synchronisée avec un ordinateur ou un équipement audio-visuel. Utilisé dans le milieu du DJing et de la production musicale, il permet de contrôler des logiciels de mixage ou de séquençage en manipulant un platine vinyle classique. Grâce au timecode, les actions effectuées sur la platine (lecture, pause, scratch, etc.) sont automatiquement transmises au logiciel, offrant une interface intuitive et tactile.",Ai,Wikipedia,French,Topic,gemini-pro,0
Lumparland,"Lumparland est une municipalité d'Åland, une province autonome de Finlande. Elle est située dans la partie nord-est de l'île principale d'Åland, et est bordée par les municipalités de Jomala, Lemland et Mariehamn. Lumparland compte environ 400 habitants et s'étend sur une superficie d'environ 80 kilomètres carrés. L'économie de Lumparland repose principalement sur l'agriculture et le tourisme.",Ai,Wikipedia,French,Topic,gemini-pro,0
Études d'ingénieurs en Suisse,"Les études d'ingénieurs en Suisse sont réputées pour leur excellence et leur rigueur. Les écoles polytechniques fédérales de Zurich (ETHZ) et de Lausanne (EPFL) sont classées parmi les meilleures universités techniques au monde. La formation d'ingénieur en Suisse dure généralement cinq ans et comprend une solide base scientifique, technique et pratique. Les étudiants acquièrent des compétences théoriques et expérimentales dans des domaines tels que la mécanique, l'électronique, l'informatique et l'énergie. Les diplômés sont très recherchés sur le marché du travail suisse et international.",Ai,Wikipedia,French,Topic,gemini-pro,0
Christophe de Margerie,"Christophe de Margerie, né le 6 août 1951 à Mareuil-sur-Ay (Marne) et mort le 20 octobre 2014 dans un accident d'avion près de Moscou, est un haut fonctionnaire et chef d'entreprise français. Diplômé de l'École supérieure de commerce de Paris (ESCP), il entre au ministère de l'Économie et des Finances en 1974. Il est notamment conseiller technique de Pierre Bérégovoy de 1984 à 1986. En 1999, il est nommé président-directeur général du groupe pétrolier Total, poste qu'il occupe jusqu'à sa mort.",Ai,Wikipedia,French,Topic,gemini-pro,0
Église Sainte-Radegonde de Sainte-Radegonde,"L'église Sainte-Radegonde de Sainte-Radegonde est une église située à Sainte-Radegonde, en France. Elle a été construite au XIIe siècle et est dédiée à sainte Radegonde, reine des Francs. L'église est de style roman et possède une nef unique avec un chevet carré. Le portail est surmonté d'un tympan sculpté représentant le Christ en majesté.",Ai,Wikipedia,French,Topic,gemini-pro,0
Izzy Stradlin,"Izzy Stradlin, de son vrai nom Jeffrey Dean Isbell, est un musicien et auteur-compositeur américain né le 8 avril 1962 à Lafayette, dans l'Indiana. Il est principalement connu comme le guitariste rythmique des Guns N' Roses de 1985 à 1991. Stradlin a co-écrit certaines des chansons les plus emblématiques du groupe, notamment ""Paradise City"", ""Sweet Child o' Mine"" et ""Mr. Brownstone"". Il a quitté Guns N' Roses en 1991 en raison de tensions au sein du groupe et de son désir de se concentrer sur sa propre musique.",Ai,Wikipedia,French,Topic,gemini-pro,0
Charlevoix,"Charlevoix est une région administrative du Québec située dans l'est de la province. Elle est bordée par le fleuve Saint-Laurent au sud, la région de la Capitale-Nationale à l'ouest, la région du Saguenay–Lac-Saint-Jean au nord et la frontière entre le Québec et le Nouveau-Brunswick à l'est. La région compte environ 300 000 habitants et sa principale ville est Baie-Saint-Paul.",Ai,Wikipedia,French,Topic,gemini-pro,0
Compacité séquentielle,"La compacité séquentielle est une propriété topologique qui caractérise les espaces dans lesquels toute suite convergente admet une sous-suite convergente vers la même limite. C'est une propriété plus forte que la compacité, qui exige seulement que toute suite ait une sous-suite convergente. Les espaces compacts séquentiellement sont souvent plus faciles à étudier que les espaces compacts généraux, car la convergence des suites est une notion plus intuitive et plus facile à vérifier que la convergence des filtres. De nombreux espaces importants en analyse et en géométrie sont compacts séquentiellement, notamment les espaces métriques complets et les espaces de Banach réflexifs.",Ai,Wikipedia,French,Topic,gemini-pro,0
Sénat (Espagne),"Le Sénat espagnol (en espagnol : Senado de España) est la chambre haute des Cortes Generales, le parlement bicaméral espagnol. Il est composé de 265 sénateurs, dont 208 élus au suffrage universel direct et 57 nommés par les parlements autonomes des communautés autonomes. Le Sénat est présidé par le président du Sénat, actuellement Pilar Llop.",Ai,Wikipedia,French,Topic,gemini-pro,0
Psychédélices,"Les psychédéliques sont des substances qui altèrent la perception, la pensée et l'humeur. Ils sont souvent utilisés dans un contexte récréatif ou spirituel. Les psychédéliques les plus connus sont le LSD, la psilocybine et la mescaline. Ces substances sont classées comme stupéfiants dans la plupart des pays et leur possession et leur consommation sont interdites. Les psychédéliques peuvent avoir des effets positifs et négatifs sur la santé mentale et physique. Ils peuvent provoquer des hallucinations, des changements d'humeur et des troubles de la pensée. Ils peuvent également provoquer une anxiété, une paranoïa et des psychoses.",Ai,Wikipedia,French,Topic,gemini-pro,0
Art safavide,"L'art safavide est un style artistique persan qui s'est développé sous le règne de la dynastie safavide (1501-1736). Il est caractérisé par un mélange d'éléments persans, islamiques et occidentaux. L'art safavide a atteint son apogée au XVIe siècle, sous le règne de Shah Abbas Ier (1588-1629). Les artistes safavides ont produit des œuvres d'une grande qualité dans divers domaines, notamment la peinture, la calligraphie, la céramique et l'architecture. L'art safavide a eu une influence majeure sur l'art ultérieur de l'Iran et du monde islamique.",Ai,Wikipedia,French,Topic,gemini-pro,0
Frédéric Le Play,"Frédéric Le Play (1806-1882), ingénieur et sociologue français. Il est connu pour sa méthode d'enquête sociale, la ""monographie de famille"", utilisée pour étudier les familles ouvrières. Il a également développé une théorie de l'organisation sociale fondée sur la famille et la hiérarchie. Le Play a été un précurseur de la sociologie moderne et ses travaux ont influencé des penseurs ultérieurs tels qu'Émile Durkheim et Max Weber.",Ai,Wikipedia,French,Topic,gemini-pro,0
Friedrich Dürrenmatt,"Friedrich Dürrenmatt, né le 5 janvier 1921 à Konolfingen et mort le 14 décembre 1990 à Neuchâtel, est un écrivain, dramaturge, peintre et dessinateur suisse. Figure majeure de la littérature du XXe siècle, Dürrenmatt s'est illustré par son œuvre satirique et grotesque, explorant les thèmes de la justice, de la culpabilité et de la responsabilité. Son théâtre, caractérisé par ses intrigues complexes et ses personnages ambivalents, a connu un grand succès international. Il est également reconnu pour ses romans policiers, notamment ""Le Juge et son bourreau"" et ""La Promesse"".",Ai,Wikipedia,French,Topic,gemini-pro,0
Amiens Sporting Club,"L'Amiens Sporting Club est un club de football français basé à Amiens, en Picardie. Fondé en 1901, il évolue actuellement en Ligue 2, le deuxième niveau du football français. Le club a remporté la Coupe de France en 2001 et a atteint les quarts de finale de la Coupe de l'UEFA en 1997. Il est également connu pour son centre de formation, qui a produit des joueurs comme Josuha Guilavogui, Antoine Griezmann et Benjamin Pavard. Les couleurs du club sont le rouge et le blanc, et son stade est le Stade de la Licorne, d'une capacité de 12 097 places.",Ai,Wikipedia,French,Topic,gemini-pro,0
Œuf dur,"L'œuf dur est un œuf de poule qui a été cuit dans sa coquille dans l'eau bouillante. Il est généralement cuit pendant 10 à 12 minutes, mais le temps de cuisson peut varier en fonction de la taille de l'œuf et de la consistance désirée du jaune. Les œufs durs sont généralement consommés froids, coupés en deux ou en quartiers, et peuvent être accompagnés de mayonnaise, de moutarde ou d'autres sauces. Ils sont également utilisés dans diverses recettes, comme les salades, les sandwichs et les quiches.",Ai,Wikipedia,French,Topic,gemini-pro,0
Prince of Persia : Les Sables du Temps,"Prince of Persia : Les Sables du Temps est un jeu vidéo d'action-aventure développé par Ubisoft Montréal et édité par Ubisoft. Sorti en 2003 sur GameCube, PlayStation 2, Xbox et Windows, il est le premier opus de la trilogie Prince of Persia : Les Sables du Temps. Le jeu suit les aventures du prince de Perse, qui doit voyager dans le temps pour empêcher le vizir maléfique Jaffar de s'emparer des Sables du Temps, un artefact puissant capable de contrôler le temps. Le gameplay mêle action, plateforme et énigmes, et a été salué pour son système de combat innovant et ses graphismes impressionnants pour l'époque.",Ai,Wikipedia,French,Topic,gemini-pro,0
Charlemagne,"Charlemagne (742-814), dit Charles Ier ou Charles le Grand, est roi des Francs de 768 à 814 et empereur d'Occident de 800 à 814. Il est le fils de Pépin le Bref et de Berthe au Grand Pied. En 771, il devient roi des Francs avec son frère Carloman Ier. À la mort de ce dernier, en 771, il devient seul roi des Francs. Il mène de nombreuses guerres et conquiert de vastes territoires, notamment en Germanie, en Italie et en Espagne. Il est couronné empereur d'Occident par le pape Léon III, le 25 décembre 800. Charlemagne est considéré comme l'un des plus grands souverains de l'histoire de France.",Ai,Wikipedia,French,Topic,gemini-pro,0
Enterprise JavaBeans,"Enterprise JavaBeans (EJB) est une spécification de Java créée par Sun Microsystems (maintenant Oracle) pour permettre le développement d'applications distribuées. EJB définit un modèle de programmation pour les beans, qui sont des composants réutilisables pouvant être assemblés dans des applications plus importantes. Les EJB sont conçus pour être indépendants de la plate-forme et peuvent être déployés sur n'importe quel serveur d'applications compatible EJB.",Ai,Wikipedia,French,Topic,gemini-pro,0
Magnat-Debon,"Magnat-Debon est une entreprise française spécialisée dans la fabrication et la distribution de meubles. Fondée en 1921 à Lyon, elle est devenue l'un des principaux acteurs du marché français du meuble. L'entreprise propose une large gamme de produits pour l'ameublement de la maison, du salon à la chambre à coucher, en passant par la salle à manger et le bureau. Elle commercialise également des luminaires, des tapis et des objets de décoration. Avec plus de 150 magasins en France, Magnat-Debon est présent dans toutes les régions du pays. L'entreprise dispose également d'un réseau de distribution à l'étranger, notamment en Belgique, au Luxembourg et en Suisse.",Ai,Wikipedia,French,Topic,gemini-pro,0
Nicolas II (pape),"Nicolas II, né Gérard de Bourgogne, est élu pape le 28 janvier 1059 et meurt à Florence le 27 juillet 1061. Nicolas II est un moine bénédictin originaire de Chevron, dans le diocèse de Vienne. Il fut archidiacre de Lyon, puis évêque de Florence. Élu pape à la suite du synode de Sutri, il condamne la simonie et le nicolaïsme et promulgue un décret qui interdit l'investiture des évêques par les laïcs.",Ai,Wikipedia,French,Topic,gemini-pro,0
Ichtyologie,"L'ichtyologie est l'étude scientifique des poissons. Elle couvre un large éventail de sujets, notamment l'anatomie, la physiologie, le comportement, l'écologie et la taxonomie des poissons. Les ichtyologistes étudient les poissons dans leur milieu naturel et en captivité. Ils mènent des recherches sur l'évolution des poissons, leur rôle dans les écosystèmes et les impacts des activités humaines sur les populations de poissons.",Ai,Wikipedia,French,Topic,gemini-pro,0
Uri Geller,"Uri Geller est un célèbre illusionniste israélien né en 1946. Il est principalement connu pour ses tours de magie basés sur la télékinésie, notamment la flexion de cuillères. Geller prétend posséder des pouvoirs paranormaux et avoir travaillé avec les services secrets. Cependant, ses affirmations n'ont jamais été scientifiquement prouvées et ont été largement démystifiées par des sceptiques. Malgré les controverses, Geller reste une figure populaire dans le monde du spectacle et continue à réaliser des tournées et des démonstrations publiques de ses supposés pouvoirs.",Ai,Wikipedia,French,Topic,gemini-pro,0
Toots and the Maytals,"Toots and the Maytals est un groupe de reggae jamaïcain fondé en 1962 à Kingston. Le leader du groupe, Frederick ""Toots"" Hibbert, est considéré comme l'un des pionniers du reggae. Le groupe a connu un grand succès dans les années 1960 et 1970 avec des titres comme ""Pressure Drop"", ""Monkey Man"" et ""54-46 Was My Number"". Ils ont également travaillé avec des artistes de renom comme Bob Marley et The Rolling Stones. Toots and the Maytals continuent de se produire et d'enregistrer aujourd'hui, et leur musique reste très influente dans le monde du reggae.",Ai,Wikipedia,French,Topic,gemini-pro,0
Glanum,"Glanum, ancienne cité grecque puis romaine située en Provence, près de Saint-Rémy-de-Provence, est un site archéologique majeur. Fondée au VIe siècle avant notre ère par les Grecs de Massalia, elle fut conquise par les Romains au Ier siècle avant notre ère. Glanum connut son apogée au Ier siècle de notre ère, lorsque la ville fut dotée de nombreux monuments, dont un forum, un théâtre, un temple et un arc de triomphe. Après une période de déclin au IIIe siècle, la ville fut abandonnée au Ve siècle.",Ai,Wikipedia,French,Topic,gemini-pro,0
Villenauxe-la-Petite,"Villenauxe-la-Petite est une commune française située dans le département de Seine-et-Marne, en région Île-de-France. Elle se trouve à environ 50 kilomètres au sud-est de Paris et fait partie de la communauté de communes du Val Briard. Le village compte environ 2 200 habitants et est connu pour son église Saint-Pierre, qui date du XIIe siècle. L'économie de Villenauxe-la-Petite est principalement axée sur l'agriculture et le tourisme.",Ai,Wikipedia,French,Topic,gemini-pro,0
Briec,"Briec (en breton Brek) est une commune française située dans le département du Finistère, en région Bretagne. Elle est limitrophe des communes de Landrévarzec, Édern, Langolen, Quimper, Saint-Évarzec et Quéménéven. Briec est traversée par la rivière Odet. La commune est essentiellement rurale et compte environ 5 500 habitants. Elle est connue pour son château de Trévarez, qui abrite un musée départemental.",Ai,Wikipedia,French,Topic,gemini-pro,0
Gorges de l'Ardèche,"Les Gorges de l'Ardèche sont un canyon creusé par la rivière Ardèche, en France. Situé dans les départements de l'Ardèche et du Gard, il s'étend sur environ 30 kilomètres de long et 200 mètres de profondeur. Les parois calcaires spectaculaires du canyon offrent des vues panoramiques, tandis que la rivière turquoise se prête à la baignade, au canoë-kayak et à d'autres activités nautiques. La région est réputée pour sa beauté naturelle et attire de nombreux touristes chaque année.",Ai,Wikipedia,French,Topic,gemini-pro,0
Transport léger guidé de Caen,"Le Transport léger guidé de Caen (T.L.G.C.) est un système de transport en commun en site propre de type tramway sur pneus circulant à Caen. Il est composé de deux lignes, la ligne A reliant la presqu'île de Caen au nord au campus 2 de l'Université de Caen Normandie au sud, et la ligne B reliant la gare de Caen au sud-ouest à l'aéroport de Caen-Carpiquet au nord-ouest. Le T.L.G.C. est exploité par la société Kéolis Caen Mobilités.",Ai,Wikipedia,French,Topic,gemini-pro,0
