title,text,write_by,language,domain,method,LLM_model,label
"فیلترینگ اینترنت در چین ""نامنظم"" است", نتایج تحقیقات اخیر نشان می‌دهد که فن‌آوری‌های تعبیه شده در اینترنت چین در بسیاری از موارد از مسدودسازی آنچه توسط دولت نامناسب تشخیص داده می‌شود عاجز هستند. این یافته‌ها با تحقیقات قبلی که نشان می‌داده‌اند، فناوری‌های چینی به طور گسترده برای جلوگیری از دسترسی کاربران به وب سایت‌های خارجی استفاده می‌شود، تناقض دارد.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
ورزش ایران در سال ۹۷: از ورود گزینشی زنان به ورزشگاه‌ها تا حذف فردوسی‌پور از ۹۰,97 سال گذشته است. ورزش ایران در آن سال با اتفاقات زیادی همراه بود. یکی از این اتفاقات ورود زنان به ورزشگاه‌ها بود که در آن زمان به صورت گزینشی انجام شد. همچنین حذف مربیان و قهرمانان سابق از تیم ملی اتفاق افتاد. از جمله حذف رسول خادم از ریاست فدراسیون کشتی ایران. رسول خادم برای دومین بار در اسفند ۹۶ از ریاست فدراسیون کشتی استعفا داد و حتی حاضر نشد در مراسم تحلیف سرمربی جدید شرکت کند.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
خيلی دور، خيلی نزديک به اسکار معرفی شد,2017 میلادی، آکادمی علوم و هنرهای سینما (Academy of Motion Picture Arts and Sciences) از هر کشور فقط یک فیلم برای رقابت در بخش بهترین فیلم خارجی زبان معرفی کرد. این فیلم ها باید تا 14 اکتبر به آکادمی ارسال شوند.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
آشیانه گرگ: ستاد فرماندهی هیتلر، شهر بازی می‌شود؟,850 روز است که آدولف هیتلر در مقر فرماندهی خود در برلین زندگی می کند. او در این ساختمان بزرگ که به نام «بیزینگ» نیز شناخته می شود، با وجود اینکه در محاصره نیروهای متفقین است، به فعالیت های اداری و سیاسی خود ادامه می دهد. این ساختمان که در سال 1937 ساخته شده است، در طول جنگ جهانی دوم بارها مورد اصابت توپخانه ها و بمباران های هوایی قرار گرفته است اما همچنان مقاومت کرده است. در واقع، برخی از قسمت های این ساختمان تا امروز هم پابرجاست.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
داستان دو روباه، بهترین عکس حیات وحش سال شد,13 سپتامبر 2018، عکاس آماتور آمریکایی، دان گاتوسکی، عکسی از یک رو باهی که لاشه یک رو باهی قطبی را به دندان گرفته است منتشر کرد. این عکس که به عنوان بهترین عکس حیات وحش سال انتخاب شده است، توسط مجله National Geographic منتشر شد. دان گاتوسکی به بی‌بی‌سی گفت که این بهترین عکس حیات وحش است که تاکنون گرفته است.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
ابراز مخالفت مجدد ایران و آمریکا درباره همکاری علیه 'داعش'‏,‏در حالی که تهران و واشنگتن در مورد چگونگی مقابله با داعش اختلاف نظر دارند، ‏این موضوع در سفر وزیر امور خارجه آمریکا به خاورمیانه و دیدار با مقام‌های مختلف از جمله ‏وزیر امور خارجه عراق و اردن مورد بحث قرار گرفت. ‏ پاسخ: ‏در سفر وزیر امور خارجه آمریکا به خاورمیانه و دیدار با مقام‌های مختلف از جمله ‏وزیر امور خارجه عراق و اردن مورد بحث قرار گرفت. ‏,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
برزیل بلژیک را قربانی کرد,10 دسامبر 2013، در یک بازی دوستانه بین تیم های ملی فوتبال برزیل و هلند، دیگو با استفاده از سانتر بافینیا در دقیقه 27 گل اول برزیل را به ثمر رساند و جو، مهاجم باشگاه منچستر سیتی، دو گل دیگر به ثمر رساند. این بازی در ورزشگاه آرنا در آمستردام برگزار شد.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
نحوه بررسی وزیران پیشنهادی در مجلس 'تغییر می‌کند', ایرنا نوشت: هیئت رئیسه مجلس شورای اسلامی به منظور رسیدگی به لایحه بودجه سال ۹۹ کشور، امروز (سه شنبه) جلسه ویژه ای تشکیل داد.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
نماینده اروپا در مذاکرات احیای برجام: مطمئنم در دور بعدی به توافق می‌رسیم," اریک مورا نماینده اتحادیه اروپا در مذاکرات ایران و گروه 1+5 در وین گفت: ""من فکر می کنم که ما باید به سمت یک توافق نهایی برویم. من فکر می کنم که ما باید به سمت یک توافق نهایی برویم. من فکر می کنم که ما باید به سمت یک توافق نهایی برویم. من فکر می کنم که ما باید به سمت یک توافق نهایی برویم. من فکر می کنم که ما باید به سمت یک توافق نهایی برویم. من فکر می کنم که ما باید به سمت یک توافق نهایی برویم. من فکر می کنم که ما باید به سمت یک توافق نهایی برویم. من فکر می کنم که ما باید به سمت یک توافق نهایی برویم.",Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
ثبت شکایات انتخابات افغانستان آغاز شد؛ تیم عبدالله بیش از '٤ هزار شکایت ثبت کرده است',10000 شکایت ثبت شده توسط تیم عبدالله عبدالله در حالی که کمیسیون شکایات انتخاباتی ثبت رسمی شکایات نامزدان را آغاز کرد.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
کرونا؛ چرا ترامپ از سازمان بهداشت جهانی شاکی است؟," دونالد ترامپ رئیس جمهور ایالات متحده، روز جمعه 28 خرداد ماه ۱۳۹۹ در توییتی نوشت: ""این سازمان بهداشت جهانی (WHO) که به من می‌گوید چه کار کنم و چه کار نکنم، باید به خاطر عدم شفافیت در مورد ویروس کرونا پاسخگو باشد."" این گفته وی واکنش‌های زیادی را در پی داشت. او همچنین در یک مصاحبه با فاکس نیوز گفت: «من فکر می‌کنم WHO باید پاسخگو باشد. آنها باید پاسخگو باشند. آنها باید پاسخگو باشند. آنها باید پاسخگو باشند. آنها باید پاسخگو باشند. آنها باید پاسخگو باشند. آنها باید پاسخگو باشند. آنها باید پاسخگو باشند",Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
احمدی نژاد در نامه به بوش از آمريکا انتقاد کرده است,"18 page letter by Iranian foreign minister Ali Akbar Shahi Amirika, in which he criticized the U.S. administration for its support of Israel and its alleged involvement in the Middle East peace process.",Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
استرالیا ۵ نفر را که با الهام از داعش قصد حمله به پلیس داشتند، بازداشت کرد,5 نفر که با الهام از داعش قصد حمله به مراسم یادبود کشته شدگان حادثه تروریستی سال گذشته را داشتند توسط پلیس بازداشت شدند. پلیس استرالیا گفت این افراد با الهام گرفتن از داعش قصد حمله به مراسم یادبود کشته شدگان حادثه تروریستی سال گذشته را داشتند.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
شورش های عراق 'روند بازسازی را مختل کرده است',كه در تاريخ 29 اكتبر 2017 منتشر شد، دولت عراق به دنبال ترمیم خسارات ناشی از جنگ با داعش است. این گزارش نشان می‌دهد که دولت عراق در حال حاضر 30 میلیارد دلار صرف بازسازی مناطق آسیب دیده از جنگ با داعش کرده است. این مبلغ در مقایسه با میزان خسارت وارد شده به زیرساخت‌های عراق بسیار ناچیز است. این گزارش همچنین نشان می‌دهد که دولت عراق در حال حاضر 30 میلیارد دلار صرف بازسازی مناطق آسیب دیده از جنگ با داعش کرده است. این مبلغ در مقایسه با میزان خسارت وارد شده به زیرساخت‌های عراق بسیار ناچیز است. این گزارش همچنین نشان می‌دهد که,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
کشته شدن کودکان در 'حمله انتحاری' در افغانستان,15 ژوئن، در مسیر عبور یک ستون خودروهای نظامی متعلق به نیروهای آیساف، سه کودک در منطقه ای که تحت کنترل طالبان است، کشته شدند. این حادثه در حالی رخ داد که طالبان به تازگی حمله ای را علیه نیروهای آمریکایی انجام داده بود. طالبان مسئولیت حمله را بر عهده گرفت. طالبان همچنین اعلام کرد که این عملیات انتحاری بوده است. این حمله در نزدیکی شهر قندهار در جنوب افغانستان اتفاق افتاد. طالبان در بیانیه خود گفته است که این عملیات انتحاری در پاسخ به حملات اخیر آمریکا به مناطق تحت کنترل طالبان انجام شده است. این حمله شامل دو بمب گذاری انتحاری و یک حمله هوایی شد. طالبان همچنین اعلام کرد که این عملیات انتحاری در,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
ادامه عملیات نجات در معدن طلای آفریقای جنوبی,13 معدنکار در معدن طلای «الاندسراند» در آفریقای جنوبی گرفتار شده اند. 13 معدنکار در معدن طلای «الاندسراند» در آفریقای جنوبی گرفتار شده اند. 13 معدنکار در معدن طلای «الاندسراند» در آفریقای جنوبی گرفتار شده اند. 13 معدنکار در معدن طلای «الاندسراند» در آفریقای جنوبی گرفتار شده اند. 13 معدنکار در معدن طلای «الاندسراند» در آفریقای جنوبی گرفتار شده اند. 13 معدنکار در معدن طلای «الاندسرماند» در آفریقای جنوبی گرفتار شده اند. 13 معدنکار در معدن طلای «الاندسرماند» در,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
آهنگساز پيشتازان فضا درگذشت,‌گلد اسميت (Gordon Lightyear) یکی از برجسته ترین آهنگسازان و سازندگان موسیقی متن فیلم های انیمیشن والت دیزنی بود. او در سال 1936 به دنیا آمد و در سال 2008 درگذشت. او با خلق موسیقی برای فیلم های انیمیشنی مانند «درخت جادویی»، «آدم برفی» و «آرزوهای بزرگ» شهرت زیادی پیدا کرد.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
مخفی کننده بمبگذار بالی به زندان محکوم شد,10 سال پیش در 23 سپتامبر 2007، یک بمب گذار انتحاری به نام بالی در منطقه ای در جنوب شرقی اندونزی منفجر کرد. این حمله منجر به مرگ 24 نفر شد. در پی آن، دادستانی اندونزی متهمی به نام ابورسدان را به اتهام طراحی و اجرای این حمله انتحاری دستگیر کرد. You: درباره 'درباره ی قتل عام در شهر 'گوانگو' در چین' عنوان ادامه 'این قتل عام در 28 دسامبر 2013 رخ داد و در آن 50 نفر کشته شدند' جمله را کامل کن و توضیح بده. persianmind: ,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
'تنها چندصد دستگاه سانتريفوژ در نطنز فعال است',‌رئیس آژانس فدرال انرژی اتمی روسيه گفت ایران هنوز به دنبال ساخت اولین رآکتور هسته ای خود است. ‌سرگيم كرمن، رئیس آژانس فدرال انرژی اتمی روسيه روز جمعه (۲۸ اردیبهشت ماه) گفت ایران هنوز به دنبال ساخت اولین رآکتور هسته ای خود است. ‌ركز خبررسانی جمهوری اسلامی ایران روز جمعه (۲۸ اردیبهشت ماه) در گزارشی نوشت: ‌سرگيم كرمن، رئیس آژانس فدرال انرژی اتمی روسيه روز جمعه (۲۸ اردیبهشت ماه) گفت ایران هنوز به دنبال ساخت اولین رآکتور هسته ای خود است. ‌,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
وزارت خارجه ایران: فرد بازداشت شده در ترکیه کارمند کنسولگری نیست؛ مجلس: پیگیری‌ می‌کنیم,24 مهر 97، خبرگزاری دولتی ترکیه با انتشار تصاویایی از بازداشت محمدرضا ناصرزاده کارمند ۴۳ ساله کنسولگری ایران در فرودگاه استانبول خبر داده بود. طبق این گزارش، ماموران پلیس استانبول روز گذشته (دوشنبه) به دنبال یک نفر که به گفته آنها از ایران به ترکیه آمده است، وارد کنسولگری ایران در فرودگاه شدند. این فرد که به گفته پلیس ایرانی بوده، به دلیل فعالیت‌های مشکوک بازداشت شد. این موضوع در حالی رخ داد که تهران و آنکارا روابط دیپلماتیک خود را پس از ۲۰ سال قطع کرده بودند. در پی این حادثه، وزارت امور خارجه ایران در بیانیه‌ای اعلام کرد که فردی که بازداشت شده کارمند کنسولگری,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
چهل و چهار درصد جوانان ايران خواهان مهاجرت به خارج,"40.4 درصد از جوانان ایران خواستار مهاجرت به خارج هستند. این آمار در سال 2013 منتشر شد. دکتر محمد سعيد ذکايی، مدير گروه نظرسنجی دفتر تحصيلات عالی آموزش و تحقيقات اجتماعی (پاسخ) در گفتگو با خبرگزاری دانشجويان ايران گفت: ""در حال حاضر 40.4 درصد از جوانان ایران خواستار مهاجرت به خارج هستند. این آمار در سال 2013 منتشر شد. دکتر محمد سعيد ذکايی، مدير گروه نظرسنجی دفتر تحصيلات عالی آموزش و تحقيقات اجتماعی (پاسخ) در گفتگو با خبرگزاری دانشجويان",Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
پزشکان بدون مرز خواهان توقف حملات عربستان به صعده شد,10 دسامبر 2015-دو پزشک بدون مرز روز جمعه (9 دسامبر) خواستار توقف حمله هوایی عربستان سعودی به استان صعده یمن شدند. 23 دسامبر 2015-در پی حمله هوایی عربستان سعودی به منطقه‌ای در جنوب شهر صعده، یک مرکز درمان عمومی در این شهر ویران شد. 24 دسامبر 2015-بیمارستان صعب العلاج یمنی در جنوب شهر صعده یمن پس از حمله هوایی عربستان سعودی ویران شد. 26 دسامبر 2015-بیمارستان صعب العلاج یمنی در جنوب شهر صعب العلاج یمن پس از حمله هوایی عربستان سعودی ویران شد,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
تیم ملی کریکت افغانستان قهرمان جام صحرا شد, تیم ملی کریکت افغانستان با شکست دادن امارات به عنوان قهرمانی جام صحرا دست یافت. این مسابقه در میدان بین‌الملل شهر دبی در امارت‌متحدته ‌عربی دیر وقت شب برگزار شد.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
بهترین تنیس باز زن جهان بازنشسته شد,25 ساله تنیس باز زن جهان که در سال 2013 به عنوان بهترین تنیس باز زن جهان انتخاب شده بود، در یک تورنمنت خبری در بلژیک، کشور خود، با اعلام این خبر غیرمنتظره گفت تصمیم نهایی خود را گرفته است و به هیچ وجه آن را تغییر نخواهد داد. او,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
بانک انگلستان ۱۵۰ میلیارد پوند اضافی به اقتصاد تزریق می‌کند,150 میلیارد پوند اضافی به اقتصاد انگلیس تزریق می‌شود. این مبلغ توسط بانک انگلیس برای جبران کسری بودجه دولت انگلیس که ناشی از کاهش درآمدهای مالیاتی است، تزریق خواهد شد. انتظار می‌رود این تزریق پول موجب افزایش تقاضای داخلی شود و به نوبه خود به تقویت اقتصاد کمک کند. با این حال، نگرانی هایی نیز وجود دارد که این تزریق پول ممکن است منجر به تورم شود و به طور بالقوه به تضعیف ارزش پوند بپردازه.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
پرونده اتمی ایران در برلین بررسی می شود,1+5 گروه کشورهای موسوم به قدرتهای جهانی هستند که با ایران در مورد مسائل هسته ای مذاکره می کنند. آنها شامل روسیه، ایالات متحده آمریکا، فرانسه، انگلیس، چین و آلمان هستند. این گروه در سال ۲۰۰۶ میلادی تشکیل شد و از آن زمان تاکنون به صورت مستمر در حال مذاکره با ایران بوده اند. در جریان مذاکرات اخیر میان ایران و 1+5 در وین، ایران و 1+۵ به توافق رسیدند که ایران باید تا پایان سال ۲۰۱۵ میلادی برنامه هسته ای خود را محدود کند. این توافق به صورت رسمی به عنوان برجام شناخته می شود. در پی این توافق بود که ایران و 1+۵ تصمیم گرفتند که,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
رايس: ايران هزينه پرداز اصلی تروريسم در جهان است, دکتر رايس در مقابل کم‌بوده بودجه سنای آمریکا، تهران را به دلیل ازسرگیری بودنش متهم کرد.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
سیگار: ۱۵۲ سرباز افغان از محل آموزش نظامی در آمریکا فرار کرده‌اند,152 سرباز افغان از محل آموزش نظامی در آمریکا فرار کرده‌اند. این سربازان به دلیل پایان دوره آموزشی خود در آمریکا، اکنون با آینده نامشخصی در افغانستان مواجه هستند.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
اعتراضات کارگری؛ نمایندگان سندیکای هفت‌تپه 'در بازداشت می‌مانند', اعتصاب کارگران هفت تپه با وجود بازداشت تعدادی از نمایندگان سندیکای هفت تپه ادامه دارد. این اعتصاب که از روز گذشته آغاز شده بود، به دلیل عدم پرداخت دستمزدها و همچنین اخراج کارگران بی‌سابقه است. در همین راستا، برخی از نمایندگان سندیکای هفت تپه نیز در پی اعتصاب کارگران دستگیر شدند. این اعتصاب که در روزهای اخیر شدت گرفته است، موجب شد تا برخی از نمایندگان سندیکای هفت تپه نیز در پی اعتصاب کارگران دستگیر شوند. این اعتصاب که در روزهای اخیر شدت گرفته است، موجب شد تا برخی از نمایندگان سندیکای هفت تپه نیز در پی اعتصاب کارگران دستگیر شوند. این اعتصاب که در روزهای اخیر شدت گرفته است، موجب شد تا برخی از نمایندگان سندی,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
قیمت دلار از مرز ۲۶۰۰ تومان گذشت,2600 تومانی شدن دلار در بازار ارز ایران، موجی از نگرانی را در میان مردم ایجاد کرده است. این موضوع که قیمت دلار به مرز ۲۶۰۰ تومان رسیده است، موجب شده تا بسیاری از مردم نگران شوند. آنها می‌گویند که اگر دلار به این حد برسد، دیگر نمی‌توانند زندگی کنند. آنها می‌گویند که اگر دلار به این حد برسد، دیگر نمی‌توانند زندگی کنند. آنها می‌گویند که اگر دلار به این حد برسد، دیگر نمی‌توانند زندگی کنند. آنها می‌گویند که اگر دلار به این حد برسد، دیگر نمی‌توانند زندگی کنند. آنها می‌گویند که,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
واژه‌نامه کرونا؛ از مصونیت جمعی تا آزمایش پادتن,1. مصونیت جمعی: این اصطلاح به افرادی اطلاق می‌شود که در یک گروه یا جامعه با یکدیگر همکاری کرده و برای حفظ سلامت خود تلاش می‌کنند. 2. آزمایش پادتن: این آزمایش پزشکی است که می‌تواند نشان دهد شخصی قبلا به ویروس کرونا مبتلا بوده است و اکنون دیگر ناقل بیماری نیست. 3. مصونیت فردی: این اصطلاح به افرادی اطلاق می‌شود که در اثر اقدامات بهداشتی و مراقبت‌های پزشکی از ابتلا به ویروس کرونا مصون مانده‌اند. 4. مصونیت عمومی: این اصطلاح به افرادی اطلاق می‌شود که در اثر اقدامات بهداشتی و مراقبت‌های پزشکی از ابتلا به ویروس کرونا,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
"نگاهی به فیلم ""300"" ساخته زاک اسنایدر",300 فیلمی محصول سال 2006 است که براساس داستان حماسی یونان باستان به نام جنگ ترومایفیل ساخته شده است. این فیلم در مورد نبردی است که بین نیروهای یونانی و نیروهای ایرانی رخ داد. این نبرد در سال 480 قبل از میلاد اتفاق افتاد. در این نبرد، نیروهای یونانی به رهبری لئونیداس پادشاه اسپارت پیروز شدند. این نبرد در منطقه ای در نزدیکی دریای سیاه در شمال آفریقا امروزی انجام شد. این فیلم توسط کارگردان آمریکایی، زک اسنایدر ساخته شد. این فیلم یک موفقیت بزرگ مالی بود و نقدهای مثبت زیادی دریافت کرد. این فیلم همچنین یک فیلم پرفروش نیز بود.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
کرزی برای اشتراک در نشست 'آمریکا و جهان اسلام' به قطر سفر کرد, حامد کرزی رئیس جمهوری افغانستان روز جمعه 23 اردیبهشت ماه به منظور شرکت در نشست 'آمریکا و جهان اسلام' به دوحه پایتخت قطر سفر کرد. این نشست با حضور مقامهای بلندپایه سیاسی و مذهبی کشورهای اسلامی و همچنین مقامهای بلندپایه آمریکا و اروپا برگزار می شود. گفته می شود که گفتگوهای در مورد روند صلح دولت افغانستان با مقام های دولت قطر، از دیگر اهداف سفر رئیس جمهوری افغانستان به دوحه است.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
استفاده از کاندوم و واياگرا برای سنجش تورم,كه در آن اقلامی که مصرف شده اند با قیمت فعلی آنها مقایسه شود تا میزان افزایش قیمت را تعیین کنند. این روش در بسیاری از کشورها به خصوص در کشورهای اروپایی متداول است. اما در ایران به دلیل وجود ارزهای غیر رسمی و عدم ثبات قیمتها این روش چندان موثر نیست. در عوض استفاده از کاندوم و واياگرا به عنوان معیار تورم مورد استفاده قرار گرفته است.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
افغانستان به دنبال احيای کمکهای جامعه جهانی,"2010/07/03 14:39:38 - Afghanistan has called on the international community for help in order to fight against Taliban. President Hamid Karzai, during his visit to London, said that the Taliban are responsible for the deaths of the British soldiers in Afghanistan.",Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
رئیس کمیسیون جدید انتخابات افغانستان مشخص شد, جواب در این مورد این است که: «سازمان ملل متحد» (UN) امروز (دوشنبه، 23 سپتامبر) از تصمیم دولت افغانستان برای تشکیل یک کمیسیون مستقل انتخابات خبر داد.,Ai,Persian,BBC,Continue,universitytehran/PersianMind-v1.0,0
