title,text,write_by,domain,language,method,LLM_model,label
Christophe de Margerie,"Christophe de Margerie était un homme d'affaires français et le PDG de Total, une des plus grandes entreprises pétrolières et gazières au monde. Né en 1951, il a gravi les échelons de Total pour devenir son PDG en 2007. Reconnu pour son charisme et sa vision stratégique, il a accru la présence internationale de l'entreprise et a été un défenseur de l'indépendance énergétique de la France. Tragiquement décédé dans un accident d'avion en 2014, Christophe de Margerie est resté une figure em",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Église Sainte-Radegonde de Sainte-Radegonde,"L'église Sainte-Radegonde de Sainte-Radegonde est un édifice religieux situé en France. Construite au XIIe siècle, elle est dédiée à sainte Radegonde, reine et sainte mérovingienne. L'église se caractérise par son architecture romane et sa façade ornée de sculptures. À l'intérieur, on trouve des fresques et des vitraux d'époques diverses. Classée monument historique, l'église Sainte-Radegonde est un lieu de prières et de spiritualité pour les fidèles, mais aussi un site touristique",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Izzy Stradlin,"Izzy Stradlin, de son vrai nom Jeffrey Dean Isbell, est un musicien américain né le 8 avril 1962 à Lafayette, dans l'Indiana. Il est surtout connu pour avoir été le guitariste rythmique des Guns N' Roses, l'un des groupes de rock les plus populaires des années 1980. Stradlin a quitté le groupe en 1991 pour poursuivre une carrière solo. En plus de la musique, il est également passionné par la peinture et l'art en général. Izzy Stradlin est considéré comme l'un des meilleurs guitaristes de sa",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Charlevoix,"Charlevoix est une région pittoresque située dans la province du Québec, au Canada. Nichée entre le fleuve Saint-Laurent et les montagnes, elle est réputée pour son paysage spectaculaire composé de fjords, de forêts luxuriantes et de villages charmants. Les visiteurs peuvent y pratiquer une multitude d'activités de plein air, comme la randonnée, le ski et l'observation de la faune. Charlevoix est également renommée pour sa gastronomie, mettant en valeur les produits locaux de grande qualité. Cette région attire les amateurs de nature et de culture",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Compacité séquentielle,"La compacité séquentielle est un concept mathématique utilisé en analyse fonctionnelle. Il désigne la propriété d'un espace topologique qui garantit que toute suite convergente a une sous-suite qui converge également dans cet espace. Cela signifie que l'espace est assez ""compact"" pour que toute séquence contienne une sous-séquence convergente. La compacité séquentielle est une notion importante pour étudier la convergence des suites dans les espaces topologiques et est souvent utilisée dans la théorie des espaces de Banach et des espaces de Hilbert.",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Sénat (Espagne),"Le Sénat est la chambre haute du Parlement espagnol, située à Madrid. Composé de 266 sénateurs, dont 208 sont élus au suffrage universel direct, le Sénat espagnol joue un rôle crucial dans le processus législatif du pays. Ses compétences incluent la représentation des communautés autonomes, l'examen des lois proposées par le Congrès des députés, et le contrôle de l'action du gouvernement. Le Sénat est présidé par un président élu par ses pairs, et ses séances sont ouvertes au public. Dep",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Psychédélices,"Psychédélices est le troisième album studio de la chanteuse française Alizée, sorti en 2007. Avec des sonorités pop et électro, l'album est souvent décrit comme plus mature et expérimental que les précédents. Les chansons comme ""Mademoiselle Juliette"" et ""Fifty-Sixty"" sont devenus des hits dans les classements musicaux en France. L'album a également été bien reçu par la critique pour son originalité et sa créativité. Alizée a collaboré avec des artistes renommés tels que Jérémy Chatelain et",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Art safavide,"L'art safavide est une forme d'art florissante qui s'est développée en Perse pendant la dynastie des Safavides, du 16e au 18e siècle. Caractérisée par un mélange de styles persans, ottomans et indiens, l'art safavide est surtout connu pour ses magnifiques tapis, miniatures, céramiques et calligraphies. Les motifs floraux complexes, les couleurs vives et les détails impeccables sont autant de caractéristiques qui définissent cette période artistique riche et unique. L'art safavide",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Frédéric Le Play,"Frédéric Le Play, né en 1806 et décédé en 1882, était un ingénieur, sociologue et économiste français. Il est connu pour avoir développé la méthode sociologique du même nom, leplayisme, qui consiste à étudier la société à travers l'observation des familles ouvrières. Ses travaux ont influencé de nombreux sociologues et économistes, et ont contribué à la compréhension des structures familiales et de la gestion du travail ouvrier. Le Play a également fondé l'Association internationale pour la réforme des sciences sociales, visant à promouvoir",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Friedrich Dürrenmatt,"Friedrich Dürrenmatt était un écrivain suisse renommé du 20e siècle, connu pour ses œuvres littéraires et théâtrales. Né en 1921 à Konolfingen, il est devenu une figure majeure de la littérature européenne grâce à ses romans policiers et pièces de théâtre. Parmi ses œuvres les plus célèbres figurent ""La Panne"" et ""La Visite de la vieille dame"". Dürrenmatt a également été critique envers la société et la justice, des thèmes récurrents dans son",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Amiens Sporting Club,"L'Amiens Sporting Club, plus communément appelé Amiens SC, est un club de football français fondé en 1901 à Amiens, dans la région des Hauts-de-France. L'équipe évolue actuellement en Ligue 2, la deuxième division du football français. Le club joue ses matchs à domicile au Stade de la Licorne, un stade d'une capacité de plus de 12 000 places. Les couleurs traditionnelles de l'Amiens SC sont le noir et le blanc. Le club a connu des succès notamment en Coupe de France, atteignant les demi-finales lors de la saison",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Œuf dur,"Un œuf dur est un œuf cuit dans sa coquille jusqu'à ce que le blanc soit complètement pris et le jaune plus ferme. C'est un aliment polyvalent et largement consommé en France. Les œufs durs peuvent être consommés seuls, en salade, en sandwichs ou en tant qu'ingrédient de nombreuses recettes. Ils sont une excellente source de protéines, de nutriments essentiels et sont faciles à préparer. L'œuf dur est souvent apprécié pour son goût délicieux et sa texture lisse. Il est fréqu",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Prince of Persia : Les Sables du Temps,"Prince of Persia : Les Sables du Temps est un jeu vidéo d'action-aventure sorti en 2003. Développé par Ubisoft, le jeu se déroule dans un royaume fictif inspiré de la Perse ancienne. Les joueurs contrôlent le prince, qui utilise une lame magique pour manipuler le temps et combattre des ennemis variés. Le jeu a été bien accueilli pour ses graphismes impressionnants, son gameplay fluide et son histoire captivante. Il a été suivi de plusieurs suites et remakes, en faisant l'un des jeux les plus emblé",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Charlemagne,"Charlemagne, aussi connu sous le nom de Charles Ier, était le roi des Francs et empereur d'Occident au VIIIe siècle. Il est largement reconnu pour son rôle dans l'unification de l'Europe occidentale et pour avoir établi un empire fort et stable. Charlemagne était un grand chef militaire et a mené de nombreuses campagnes victorieuses. Il était également un allié de l'Église et a contribué à la diffusion du christianisme dans son empire. Son règne a été marqué par une renaissance culturelle et éducative, souvent appelée",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Enterprise JavaBeans,"Enterprise JavaBeans (EJB) est un framework de programmation utilisé pour développer des applications côté serveur en langage Java. Les EJB offrent des composants réutilisables qui simplifient le développement d'applications distribuées et robustes. Ces composants suivent le modèle de programmation orientée objet et offrent des fonctionnalités telles que la persistance des données, la sécurité et la gestion des transactions. Les EJB sont largement utilisés dans les applications d'entreprise pour leur capacité à gérer des tâches complexes de manière efficace et fiable.",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Magnat-Debon,"Magnat-Debon était un fabricant de motos français emblématique, fondé en 1899 par Joseph Magnat et Louis Debon. La marque était renommée pour ses modèles innovants et ses performances de pointe. Pendant les deux guerres mondiales, Magnat-Debon a fourni des motos fiables pour l'armée française. Malgré sa popularité croissante dans les années 1920 et 1930, l'entreprise a finalement été contrainte de fermer ses portes en 1962 en raison de difficultés financières. Aujourd'hui, les motos Magn",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Nicolas II (pape),"Nicolas II (1056-1061) fut le 152e pape de l'Église catholique. Originaire de Rome, il était précédemment le diacre de Sainte-Lucie in Silice. Son court pontificat fut marqué par des conflits internes avec l'Empereur Henri IV et des tensions avec le Patriarche de Constantinople. Nicolas II était connu pour son engagement en faveur de la réforme de l'Église et pour sa volonté de renforcer l'autorité papale. Son décès en 1061 a ouvert la voie à une période tumult",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Ichtyologie,"L'ichtyologie est la branche de la zoologie qui étudie les poissons. Les ichtyologistes examinent la morphologie, la physiologie, le comportement et l'écologie des poissons pour mieux comprendre leur diversité et leur rôle dans les écosystèmes aquatiques. Cette science a contribué à de nombreuses découvertes sur les poissons, comme leur capacité à s'adapter à des environnements extrêmes ou à communiquer entre eux. Grâce à l'ichtyologie, nous pouvons mieux préserver les espèces de poissons menacées et protéger",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Uri Geller,"Uri Geller, né le 20 décembre 1946 en Israël, est un célèbre illusionniste et mentaliste. Il est surtout connu pour ses prétendus pouvoirs psychiques tels que la télékinésie et la psychokinésie. Geller a acquis une renommée mondiale dans les années 1970 en prétendant pouvoir plier des cuillères en métal à distance et prédire l'avenir. Malgré les sceptiques qui remettent en question ses capacités, Geller continue à se produire sur scène et à fasciner le public avec ses tours de magie",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Toots and the Maytals,"Toots and the Maytals est un groupe de musique jamaïcain emblématique de reggae et de ska, formé dans les années 1960. Mené par le chanteur Frederick ""Toots"" Hibbert, le groupe est célèbre pour ses chansons entraînantes et ses performances énergiques sur scène. Leur musique a influencé de nombreux artistes et a contribué à populariser le reggae à l'échelle mondiale. Toots and the Maytals a remporté plusieurs prix prestigieux et reste un pilier de la scène musicale jamaïcaine",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Glanum,"Glanum était une ancienne ville romaine située dans le sud de la France, près de Saint-Rémy-de-Provence. Fondée au 6ème siècle avant J-C, Glanum était prospère grâce à sa position stratégique le long de la Via Domitia, une importante voie romaine. La ville était connue pour ses thermes, son forum et son amphithéâtre. Malheureusement, Glanum a été abandonnée au 3ème siècle après J-C en raison des invasions barbares. Aujourd'hui, les ruines de Glanum sont un site archéologique",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Villenauxe-la-Petite,"Villenauxe-la-Petite est une commune française située dans le département de l'Aube en région Grand Est. Le village pittoresque est caractérisé par ses maisons traditionnelles en pierre et ses rues étroites. Il offre un cadre paisible et préservé, idéal pour les amoureux de la nature et de la tranquillité. La région est également connue pour sa gastronomie locale, mettant en valeur les produits du terroir. Villenauxe-la-Petite bénéficie d'un riche patrimoine historique avec son église médiévale et son châte",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Briec,"Briec est une commune française située dans le département du Finistère en région Bretagne. Connue pour son patrimoine historique et culturel riche, Briec attire de nombreux visiteurs chaque année. La ville abrite plusieurs églises anciennes, dont l'église Saint-Suliau du XVIe siècle, et possède un charmant centre-ville avec des maisons traditionnelles en pierre. Briec est également réputée pour sa gastronomie, notamment ses délicieuses crêpes et galettes bretonnes. Les nombreux sentiers de randonnée offrent aux visiteurs l'op",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
Gorges de l'Ardèche,"Les Gorges de l'Ardèche sont une région naturelle spectaculaire en France, célèbre pour ses falaises abruptes, ses eaux cristallines et ses paysages époustouflants. Situées dans le département de l'Ardèche, ces gorges sont creusées par la rivière Ardèche sur près de 30 kilomètres. Les visiteurs peuvent découvrir les incroyables formations rocheuses, les arches naturelles et les grottes fascinantes en explorant la région à pied, en canoë ou en voiture. Les Gorges de l'Ardèche sont un lieu incont",Ai,Wikipedia,French,Topic,gpt-3.5-turbo-0125,0
