title,text,write_by,domain,language,method,LLM_model,label
Paul Copin-Albancelli,"Pour lui, le militantisme pacifiste qui s'est exercé en France avant la Première Guerre mondiale jusqu'au moment où la guerre éclate le 28 juillet 1914, où les espoirs de paix et de fraternité entre les nations se sont brusquement effondrés. Paul Copin-Albancelli, fervent défenseur de la paix, a été un acteur majeur dans le mouvement pacifiste français de son époque. Il a publié de nombreux ouvrages et articles dénonçant les dangers de la guerre et prônant le dialogue et la",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Rúmil,"les silmarils. Vivant à Tirion, Rúmil était renommé pour sa sagesse et sa maîtrise de la langue quenya. Ses oeuvres étaient admirées et étudiées par de nombreux Elfes de la Terre du Milieu. Malgré sa discrétion, Rúmil était très respecté pour sa contribution à l'histoire et à la culture elfique. Sa renommée perdure encore aujourd'hui, faisant de lui l'une des figures incontournables de la mythologie créée par J.R.R. Tolkien.",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Mont Blanc,"l'Académie des sciences. Celle-ci décide d'installer un laboratoire de recherche sur l'étude de l'atmosphère et des phénomènes climatiques. Aujourd'hui, l'Observatoire Vallot, situé sur le mont Blanc, est devenu un site de recherche renommé, attirant des scientifiques du monde entier. Son emplacement à haute altitude en fait un endroit idéal pour l'étude des effets du changement climatique. Avec ses équipements de pointe et son histoire riche, l'Observatoire Vallot reste un joyau scientifique au som",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Susmiou,"L'occupation des sols de la commune, telle qu'elle ressort de la base de données européenne d’occupation biophysique des sols Corine Land Cover (CLC), est marquée par l'importance des territoires agricoles (60,1 % en 2018). Les terres arables représentent la majorité de cette superficie, avec une grande variété de cultures cultivées, notamment le maïs, le blé et les légumes. Les prairies occupent également une part importante du territoire, offrant des pâturages pour le bétail. En outre, des zones bois",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Georges Bataille,"plonge de plus en plus dans les courants intellectuels de son époque, s'intéressant particulièrement à la philosophie existentialiste et à la psychanalyse. Il fonde en 1945 la revue ""Critique"", où il publie de nombreux essais et critiques littéraires. Sa pensée transgressive et son exploration des limites de la morale et de l'ordre social en font l'une des figures les plus controversées de la littérature française. Ses oeuvres majeures, telles que ""L'Érotisme"" et ""La Part maudite"", ont profondément influencé de nombreux",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Matafelon-Granges,"En 1280, Humbert IV, sire de Thoire-Villars, déclare le village libre et franc. À cette occasion, la famille part résider au château. Matafelon-Granges est un village pittoresque situé dans la région de l'Ain en France. Il est connu pour son architecture traditionnelle et son atmosphère paisible. Le village est entouré de magnifiques paysages de montagnes et de forêts, offrant aux visiteurs de nombreuses possibilités de randonnée et de détente en pleine nature. Matafelon-Granges est également réputé pour ses produits",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Salem (Massachusetts),"et ses artefacts historiques en font une première destination pour les visiteurs de Salem, Massachusetts. La ville est surtout connue pour les procès des sorcières de Salem qui ont eu lieu en 1692, un événement tragique de l'histoire coloniale américaine. Aujourd'hui, Salem est une destination touristique populaire, attirant des milliers de visiteurs chaque année pour explorer ses rues pavées, ses maisons historiques et ses nombreux musées. La ville abrite également de nombreux événements culturels tout au long de l'année, y compris des festivals et des célébrations liées à son",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Connie Mulder," En 1979, la commission Erasmus, mise en place par PW Botha, révèle ses manquements notamment les irrégularités financières et les abus de pouvoirs de ses services. Obligé de démissionner du poste de ministre des Affaires indigènes et de l'administration territoriale en raison de la pression politique et publique, Connie Mulder quitte le gouvernement en disgrâce. Sa carrière politique est ternie par ces scandales et il est souvent critiqué pour son implication dans le régime d'apartheid en Afrique du Sud. Après sa démission, il se retire de la",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Kitsune,"queues et sont associés à des pouvoirs magiques. En Corée, les renards sont appelés ""kumiho"" et sont décrits comme des créatures maléfiques possédant des capacités de transformation. En Inde, les renards sont vénérés comme des messagers de la déesse Kali. Au Japon, les renards sont souvent liés au dieu Inari, le protecteur des cultures agricoles. Les ""Kitsune"" japonais sont généralement décrits comme des créatures intelligentes et rusées, capables de se transformer en humains pour jouer des tours aux mortels.",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Marie-Louise d'Autriche,"Marie-Louise d'Autriche fait preuve d'une grande loyauté envers sa famille autrichienne, mais aussi envers son mari, l'empereur Napoléon Bonaparte. Malgré les tensions politiques et les guerres, Marie-Louise reste dévouée à ses obligations en tant qu'impératrice. Elle joue un rôle crucial dans la consolidation de l'empire et dans la diplomatie européenne. Sa relation avec Napoléon est complexe, mais elle demeure une figure clé de son règne. Marie-Louise est une femme de grande intelligence et de courage",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Réalisme socialiste en France," dénonce les injustices sociales et la misère du peuple ouvrier. Ce mouvement artistique, né dans les années 1930 en France, était une réponse directe au capitalisme et à la montée du fascisme en Europe. Les artistes du réalisme socialiste en France ont cherché à représenter la réalité quotidienne des classes populaires, mettant en lumière les luttes ouvrières et les conditions de vie difficiles. Leur art engagé a influencé de nombreux autres mouvements artistiques et a laissé une empreinte durable dans l'histoire de l'art français.",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
San Miguel de Tucumán,"La ville a un climat subtropical, avec un été chaud mais assez tempéré, et un hiver tempéré froid (la neige est rare). San Miguel de Tucumán est connue pour être le berceau de l'indépendance argentine, car c'est là que la Déclaration d'indépendance de l'Argentine a été signée en 1816. La ville est également réputée pour son architecture coloniale, ses musées et ses sites historiques. San Miguel de Tucumán est une destination touristique populaire en Argentine, offrant un mélange unique de culture, d'histoire et",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Walter Pach,"'...maison impériale japonaise. Pach a étudié l'art à la Sorbonne, à Paris, avant de retourner à New York pour devenir un important critique d'art et défenseur de l'art moderne. Il a joué un rôle clé dans la promotion du cubisme et du fauvisme aux États-Unis, et a contribué à la reconnaissance des artistes tels que Picasso et Matisse. Pach a également été un collectionneur d'art passionné, rassemblant une impressionnante collection d'œuvres modernistes tout au long de sa vie.'",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Sport à Pau,"Si l'arrivée du football est tardive, l'implantation du rugby à XV à Pau et en Béarn est bien plus précoce, portée par les traditions sportives de la région. Le club de rugby Section Paloise, fondé en 1902, est l'un des piliers du sport à Pau et compte de nombreux supporters passionnés. En plus du rugby, la ville propose une grande variété de sports, tels que le basketball, le handball et l'athlétisme. Pau est également connue pour être une destination prisée pour les amateurs de sports de montagne, avec de nombreuses",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
B-Tight,"Le 8 août 2005, il publie la mixtape ""DNP"" en commun avec Tony D. En plus de ses activités en solo, B-Tight a également été membre du groupe Aggro Berlin, aux côtés d'autres artistes de renom tels que Sido et Bushido. Son style unique mêlant des influences de rap allemand et de gangsta rap a contribué à sa popularité dans la scène hip-hop germanophone. B-Tight est reconnu pour ses paroles cinglantes et son flow incisif, ce qui en fait l'un des artistes les plus influents de sa génération",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Mümliswil-Ramiswil,"de l'église ont été réalisés par l'artiste suisse Ernst Link en 1946 et représentent des scènes bibliques. Mümliswil-Ramiswil est une commune située dans le canton de Soleure en Suisse, réputée pour son patrimoine historique et ses paysages pittoresques. Outre son église, la commune compte également de charmantes maisons traditionnelles en bois et de nombreux sentiers de randonnée. Mümliswil-Ramiswil est un lieu idéal pour les amateurs de nature et de culture, offrant une expérience authentique de la vie en S",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
TrackMania United,"est globalement bien accueilli lors de sa sortie par les critiques qui relèvent un jeu aux visuels variés fonctionnant de manière fluide. Les nombreuses pistes offrent un large éventail de défis, de la vitesse pure à la précision technique. Les joueurs peuvent également créer leurs propres niveaux avec l'éditeur de pistes intégré, ce qui ajoute une dimension supplémentaire à l'expérience de jeu. Avec des modes de jeu variés et une communauté active en ligne, TrackMania United est devenu un incontournable pour les amateurs de courses de jeux vidéo.",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Benito Martinez,"côtés de Dustin Hoffman et Morgan Freeman. Ensuite, il obtient des rôles récurrents dans des séries à succès telles que ""The Shield"", où il incarne David Aceveda pendant sept saisons, et ""Sons of Anarchy"". Sa performance remarquable lui vaut des nominations et des prix prestigieux. En parallèle de sa carrière d'acteur, Benito Martinez est également très engagé dans des causes humanitaires et caritatives, soutenant notamment la communauté latine. Il continue de briller sur les écrans, démontrant sa polyvalence et son talent ind",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Précipice à bisons Head-Smashed-In,"Le site du précipice à bisons Head-Smashed-In ("""" ; littéralement « Tête fracassée »), situé à 18 km au nord-ouest de Fort Macleod (Alberta, Canada) sur la route 785, là où les contreforts des Montagnes Rocheuses commencent à s'élever, est un lieu historique et culturel important pour les peuples autochtones des plaines. Le site a été utilisé par les Premières Nations pendant des millénaires pour chasser les bisons en les attirant vers le bord du précipice. Aujourd'hui, il est inscrit",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Sébastien Chabal," manque de fair-play des joueurs adverses. Son franc-parler et sa personnalité charismatique lui ont valu une grande popularité auprès des supporters de rugby.  Chabal a également connu une carrière internationale réussie avec l'équipe de France, participant à plusieurs Coupes du Monde et remportant le tournoi des Six Nations. Son style de jeu agressif et sa barbe emblématique ont fait de lui une figure emblématique du rugby français. En dehors des terrains, Chabal s'investit dans des actions caritatives et est un ambassadeur re",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
Redoublement (linguistique),"En français, le redoublement linguistique est également utilisé pour renforcer le sens d'un mot. Par exemple, en disant ""tout tout petit"", on insiste sur le fait que quelque chose est vraiment très petit. Le redoublement peut aussi servir à ajouter une nuance d'émotion ou d'expressivité, comme dans l'expression ""très très gentil"". Dans certaines langues, le redoublement est utilisé comme une figure de style pour embellir le discours ou le rendre plus poétique. En résumé, le redoublement linguistique est une ressource linguistique riche et variée, utilisée",Ai,Wikipedia,French,Continue,gpt-3.5-turbo-0125,0
